blueTeamFirstBlood,blueWin,DamageDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,0,-3446,-2,0,-1,0,-5,-4,0,-14,-16
1,0,-4226,1,0,0,0,9,2,0,15,20
1,1,13371,2,1,4,0,-21,-3,-12,87,43
1,1,-3322,-2,0,1,0,3,0,-1,40,-33
1,0,10538,1,0,2,0,1,1,-7,31,-2
1,0,-10077,-1,0,-1,0,3,-4,-2,-21,16
0,0,1493,-1,0,1,0,3,4,0,21,-16
0,0,-16733,-2,0,-1,0,5,-4,7,-21,-9
0,0,-7062,0,0,-1,0,9,5,2,-13,16
1,1,2255,2,0,-1,0,3,4,-5,40,-7
1,1,4961,2,0,0,0,0,5,2,-12,18
0,1,5263,0,0,1,0,2,-1,-4,75,-3
0,1,-1811,-2,0,0,0,-4,-1,-3,-8,-12
1,1,-3673,-2,0,0,0,-6,-8,2,-19,16
1,0,795,-2,-1,0,0,-4,-3,2,4,11
0,1,-17503,-1,0,-2,0,3,-2,6,-37,-24
1,1,11009,0,0,1,0,54,3,-5,82,-8
0,1,-2108,-2,1,-1,0,59,2,1,-29,-6
1,1,2770,2,0,1,0,-10,-6,2,40,-11
1,1,2778,-2,0,0,0,1,3,-4,-12,-14
0,1,-6751,-2,0,-3,0,14,4,6,-40,0
0,1,2737,2,0,-1,0,-2,-3,7,11,4
0,1,3043,0,1,1,0,7,7,-5,56,41
1,1,-5907,1,1,-1,0,3,-4,-1,11,16
1,1,19411,0,0,-1,0,4,3,-6,61,0
0,0,-7688,1,0,-3,0,-25,-1,1,8,5
0,0,-4211,-2,0,-2,0,-7,-2,4,0,-36
0,0,-10051,0,0,-1,0,-5,-3,3,-65,7
1,0,8008,-2,0,-1,0,-6,-4,4,8,16
1,1,3630,0,1,1,0,5,0,1,-18,-14
1,0,-917,-1,0,0,0,-6,1,5,8,-27
1,1,8086,1,0,1,0,-77,0,-1,50,-38
0,1,9629,2,0,1,0,-171,2,3,-33,1
0,1,12215,2,0,-1,0,12,-4,4,6,12
0,0,-17041,0,0,-2,0,-209,3,5,-11,-40
1,0,14260,-1,0,1,0,0,4,-5,-10,9
1,0,880,-1,1,0,0,-30,4,-2,18,8
1,1,4636,2,0,1,0,-2,0,-4,31,-19
1,0,6744,-2,0,1,0,12,4,3,-5,7
1,1,-1203,1,0,1,0,38,1,-3,-42,-32
1,1,147,2,1,0,0,-16,-1,1,-5,-19
0,1,7660,0,0,0,0,-9,-3,-2,55,-22
1,1,5379,2,0,1,0,-9,-3,-10,27,-7
1,0,2354,0,0,0,0,-4,-4,-6,-2,-6
1,1,9787,2,0,-1,0,-12,0,2,46,21
1,1,3412,1,0,1,0,8,2,1,-2,-17
1,1,9991,1,0,0,0,35,4,2,5,23
1,0,5061,0,0,1,0,7,3,-5,17,-2
1,0,5097,0,1,0,0,-1,-3,0,-12,19
1,1,13344,-1,0,1,0,-4,0,2,33,49
0,1,10450,-1,1,1,0,2,2,-4,85,0
1,1,10343,0,0,1,0,8,5,6,63,19
0,0,-11540,-1,0,-3,0,-17,-1,5,-91,-21
1,1,5584,-2,1,0,0,9,2,0,4,-16
1,1,10624,-2,0,1,0,21,0,1,80,-13
1,0,-1445,-2,0,0,0,3,1,2,-19,-30
0,1,-6675,-2,0,-1,0,5,5,2,-54,-27
1,0,-6217,-2,0,1,0,4,3,-2,32,17
1,0,3374,-2,0,-1,0,-1,0,4,-2,-8
0,0,1481,-1,1,0,0,-3,-1,3,0,-5
0,1,-5844,-2,0,-1,0,-11,2,6,-38,-10
0,0,-22343,-2,0,-3,0,-9,-4,6,-93,19
1,0,-1384,-1,0,-1,0,-3,0,3,26,-19
0,1,7080,1,1,1,0,-10,-4,-4,17,22
0,1,-3142,1,0,1,0,2,0,-6,0,14
1,0,5878,0,0,-1,0,2,4,-2,-37,20
0,1,-5928,1,0,-2,0,4,0,6,-26,17
0,1,-4086,1,0,2,0,0,5,-9,-10,27
0,1,1043,0,0,0,0,-6,0,-1,-30,4
0,1,12419,2,0,4,0,-70,-1,-10,63,60
0,0,-12558,-1,0,-2,0,-4,0,0,-25,-11
0,0,-15015,-2,0,-1,0,-1,-1,-2,-36,13
0,0,-8503,0,-1,0,0,5,-2,-4,-53,-23
0,0,-4722,2,0,0,0,10,3,4,-15,17
1,1,-4504,-1,0,2,0,-15,0,-4,-21,23
0,1,-2826,2,0,-1,0,9,0,1,-46,9
0,1,8261,0,0,1,0,13,2,-8,7,16
1,1,9841,-2,0,0,0,-10,-1,3,30,-30
0,1,2094,2,0,0,0,-66,3,1,-33,2
0,1,8729,2,0,-1,0,-8,-3,-2,4,24
0,0,1586,-1,0,-5,0,-185,-6,0,-21,13
0,0,-228,1,0,-2,0,18,-1,8,-69,-36
1,1,3421,0,0,2,0,5,-1,-3,36,-19
0,0,-2844,-2,0,0,0,5,-1,2,-1,-12
1,1,13887,2,1,0,0,-6,-1,3,17,31
1,1,10364,2,0,0,0,-21,0,-10,70,8
1,0,373,2,0,0,0,283,-2,4,1,24
1,0,-6456,-1,0,0,0,-31,-6,2,1,-4
0,1,5099,2,0,1,0,168,0,-5,42,0
0,0,283,1,1,1,0,-11,-3,-4,10,16
0,0,7356,1,0,-1,0,-17,-2,2,-13,11
0,0,-11691,-2,1,-1,0,0,0,2,-5,-18
1,0,8537,1,0,-1,0,-9,5,2,-14,15
0,1,3306,1,0,1,0,104,0,1,31,21
1,1,6852,0,1,0,0,108,3,-4,48,-16
0,0,2096,-1,0,0,0,5,-2,-1,-25,-16
0,0,22,-1,-1,-1,0,2,-1,3,6,-17
0,0,942,1,0,-3,0,10,4,8,-43,-9
1,1,7880,2,0,2,0,10,5,0,47,36
0,1,17516,-1,0,-1,0,-13,-4,1,79,-13
0,0,1143,-2,0,-1,0,-10,-3,0,21,20
0,1,-648,0,0,0,0,0,2,-3,44,7
0,1,5811,1,0,-2,0,0,0,4,-48,-10
1,1,3012,-1,0,0,0,64,-5,2,42,-8
1,1,-1866,2,0,0,0,2,1,-4,-7,9
1,1,7688,2,0,2,0,-1,3,-10,94,-13
1,1,5978,-2,1,-2,0,19,9,1,-4,-29
0,0,-12435,-2,0,-1,0,-4,-7,-2,49,-26
0,0,-6783,0,0,0,0,-67,-1,4,44,-28
1,1,17029,1,1,2,0,14,2,-4,25,50
1,1,4500,2,1,4,0,1,2,-2,64,13
0,0,-13064,-2,0,-1,0,-92,-2,7,10,-33
1,0,-3016,1,0,0,0,166,-2,8,-26,-32
0,0,1488,-1,0,-1,0,31,0,5,-6,6
1,0,-1384,-2,0,-3,0,7,4,5,-43,-27
1,0,2323,-2,-1,-1,0,0,1,8,-52,-17
1,0,3999,-2,0,-1,0,-25,0,1,10,-5
0,1,396,-2,0,-1,0,-23,3,1,50,25
1,1,21210,2,0,4,0,-2,1,-15,94,3
1,1,-5373,2,1,0,0,5,4,-7,-2,20
1,1,8410,0,0,1,0,-3,-2,4,0,-8
1,1,15126,1,0,-1,0,8,3,-4,66,36
1,0,-371,-2,0,0,0,28,0,4,48,0
1,1,11127,2,1,-3,0,-1,2,-5,-20,-8
1,1,-11682,0,0,-1,0,-16,-5,6,-46,1
1,1,7226,1,0,-1,0,61,3,0,35,1
1,0,-8645,-2,0,-2,0,-4,1,7,-85,-33
0,0,-9275,0,0,0,0,-34,-4,8,0,4
0,0,-3004,-1,0,-1,0,6,-3,4,-41,0
1,0,-7026,-2,0,-2,0,-21,2,1,-85,-15
0,0,1391,0,-1,-1,0,-7,1,2,1,-28
0,0,-5129,2,0,-1,0,13,-1,2,-9,-2
0,0,-3609,-2,0,0,0,-102,-1,5,-19,-2
1,1,3778,1,0,0,0,-67,1,0,27,10
1,1,-2787,1,1,-1,0,3,-11,4,-18,7
1,1,2581,0,-1,1,0,-71,-1,0,56,-8
1,1,9783,0,0,3,0,0,-3,-3,38,56
1,1,7449,2,-1,-1,0,-60,6,2,38,-40
1,0,-15866,0,0,1,0,-9,-2,3,-54,13
0,1,-268,-2,0,0,0,-27,0,1,29,-38
0,0,-11669,-2,0,-3,0,-7,-2,10,-58,-15
0,0,-14348,-2,0,-5,0,-18,-7,10,-108,-45
1,0,2706,-2,0,2,0,-3,-3,0,24,-2
1,0,-14323,-2,0,-1,0,-277,-3,5,-76,-28
1,1,1071,0,0,1,0,-71,2,-2,-34,4
0,1,4985,-2,0,0,0,-54,3,0,49,19
1,1,-612,0,0,-1,0,35,-4,4,-63,-23
1,0,-7303,1,0,-1,0,-13,0,6,-58,-29
0,1,-122,1,0,1,0,11,-3,-3,35,-4
1,1,975,-2,0,0,0,62,4,4,-11,24
0,0,-2908,-2,0,-5,0,-4,1,10,-59,-16
1,1,26537,1,0,1,0,-62,1,-6,156,35
0,0,-8935,-1,0,0,0,-53,1,-2,17,-17
1,1,3996,1,0,-1,0,3,3,-3,-17,62
1,1,10836,0,0,2,0,-41,1,-3,52,12
1,1,6436,0,0,0,0,-10,-5,-7,78,-20
1,0,-13358,-2,-1,-1,0,-1,1,3,-16,-14
1,1,15005,0,0,0,0,22,-1,-2,42,17
0,1,4597,0,0,-1,0,58,2,0,-9,-38
0,1,5548,-1,0,0,0,3,0,2,80,-31
0,1,6063,0,0,0,0,-2,-3,1,45,0
0,0,3109,-2,0,0,0,0,-3,-1,-32,-31
1,0,5619,-1,0,0,0,8,0,8,58,-19
1,0,-2169,-2,0,2,0,3,0,-8,20,-41
1,0,1770,0,0,-2,0,-19,-4,0,-1,2
0,1,-8611,-2,0,0,0,6,5,5,-45,-4
1,1,11018,2,0,0,0,59,-1,-1,10,41
1,1,3193,2,-1,2,0,-78,1,-3,-37,8
0,1,-11246,1,0,-2,0,-14,-1,6,-109,14
0,0,-640,-2,0,0,0,1,0,7,-16,-8
0,0,-2107,-2,0,1,0,-14,1,1,-5,-28
0,0,-15363,-2,0,-3,0,-3,-2,9,-57,-39
1,0,8070,0,1,-2,0,1,1,0,58,-3
0,0,-16107,-2,0,-4,0,2,-3,9,-60,-8
1,1,861,2,0,0,0,1,2,-4,32,27
0,0,-8783,1,0,-1,0,-34,-1,8,-50,-4
1,0,-6334,1,0,0,0,-29,-1,-1,-18,3
1,1,20874,1,0,5,0,16,7,-9,98,43
0,0,-20855,-2,0,-3,0,-5,-3,5,-45,-11
0,0,-3905,-1,-1,-1,0,311,-4,2,-32,-13
1,1,3934,2,0,0,0,-15,-3,-2,14,-9
0,0,-13114,-2,1,-3,0,4,0,7,-62,-30
1,1,2113,-1,0,1,0,-2,-1,-11,55,12
1,1,4177,0,1,1,0,9,-1,-3,88,29
0,0,1692,0,0,-1,0,4,2,5,-28,28
0,1,-11324,0,0,-2,0,-5,-3,3,-47,10
0,1,-5793,2,0,-3,0,-4,-4,8,-88,-16
0,1,2849,2,0,0,0,1,3,-6,-16,34
1,1,5682,2,0,0,0,-3,2,2,16,16
1,1,7014,-2,0,-1,0,1,4,0,-25,35
1,0,-2503,-2,0,-1,0,-41,6,3,7,-32
0,1,9503,2,0,1,0,1,1,-1,24,0
1,1,9709,1,0,1,0,10,0,-2,48,32
0,0,-3955,0,0,-2,0,-3,-1,4,47,4
1,0,-8466,-1,0,0,0,1,0,3,40,-10
1,0,4242,-1,0,-1,0,29,0,4,14,-4
0,1,7110,1,0,0,0,-33,-1,3,26,13
1,1,-6102,-2,0,0,0,4,-1,5,3,-4
1,0,-1149,1,0,-2,0,0,1,5,-130,-17
1,1,2837,1,0,-2,0,21,5,-4,54,1
1,0,-6693,-2,0,0,0,21,3,3,-21,-10
1,1,968,-1,0,1,0,-10,4,-6,-26,20
1,0,-4390,-1,0,0,0,5,-1,0,28,-24
1,1,6081,2,1,0,0,2,3,-3,-50,28
1,0,-561,-2,0,0,0,-5,3,0,30,-12
0,0,-5891,-2,0,-1,0,3,-5,3,-46,27
1,1,-1121,0,0,0,0,-1,3,2,-19,38
0,0,-5880,2,0,2,0,2,-2,-2,-11,5
0,1,5187,1,0,1,0,8,2,-3,57,-24
1,1,8760,1,0,0,0,18,4,-1,31,14
0,1,1325,-1,1,-1,0,10,3,1,28,7
1,0,-6951,0,0,-2,0,9,5,4,-65,-43
0,0,-1016,0,0,-2,0,0,4,5,-42,0
1,0,10827,1,0,1,0,2,0,-5,11,-20
0,1,1988,2,0,-1,0,-4,1,-5,58,44
1,1,-746,1,0,0,0,-105,-3,-3,22,-3
1,1,1183,2,0,0,0,-8,-1,-2,13,14
0,1,-4777,2,0,1,0,3,5,3,14,16
0,0,-5718,-2,0,-1,0,-16,-6,5,32,-24
1,0,3821,1,0,0,0,6,0,-1,4,-28
0,0,-11879,-2,0,-4,0,-4,0,8,-98,-29
1,1,10822,0,0,1,0,14,-1,-2,95,16
0,1,5894,0,1,0,0,269,2,3,-37,21
1,1,16274,2,1,2,0,3,2,0,33,36
1,0,12316,1,0,0,0,-33,1,-4,13,18
0,1,-9585,-1,0,1,0,-15,-1,-3,-11,3
0,0,-12134,-1,0,-4,0,-49,-1,8,-109,-35
1,0,-155,0,0,2,0,-2,-4,0,30,7
0,1,-1750,0,0,1,0,6,4,6,-39,15
0,1,-3104,-2,0,-2,0,-5,1,0,78,-9
0,1,-1281,1,0,-1,0,-6,3,5,-28,-28
0,0,-7094,2,-1,-2,0,-10,-2,5,-50,-58
0,1,9301,2,1,-1,0,-8,-2,2,77,44
0,0,-5674,-2,1,1,0,-30,4,1,-38,16
0,0,1858,0,0,-1,0,-135,1,-2,20,1
0,0,-9394,1,-1,0,0,1,1,4,-83,-10
0,1,-263,-1,0,-1,0,-2,2,1,-18,19
0,1,-2783,1,1,0,0,-3,-5,3,4,25
0,0,-1897,-1,0,-2,0,12,0,8,-62,4
0,1,3647,1,0,0,0,-1,4,-1,24,-16
0,1,2136,1,0,-1,0,-259,0,1,-62,-32
1,0,-2431,-1,0,-2,0,0,-3,-1,16,-10
0,1,7983,2,0,0,0,23,3,2,-1,29
0,0,-10763,-2,1,-1,0,0,-1,5,-103,9
0,1,10301,2,0,0,0,7,-1,2,-14,64
0,1,9180,2,1,-1,0,1,4,5,-3,-19
1,0,-5609,-1,0,-1,0,1,6,1,-28,2
1,1,1746,0,1,3,0,-9,-2,-5,83,17
1,0,-5946,-1,0,-5,0,-8,2,8,-62,-27
1,0,-2482,-1,0,1,0,-5,-2,-1,-38,23
0,0,-831,-1,-1,0,0,5,-3,5,25,-20
0,0,97,-1,0,-2,0,10,-1,-2,-26,-8
1,0,1854,0,0,-2,0,6,5,4,-60,7
1,0,-4247,-2,0,-1,0,-38,0,5,-68,-10
1,0,4592,-2,0,0,0,4,-1,-2,11,-33
1,1,3850,1,1,0,0,3,1,-8,38,39
0,1,-595,0,0,-1,0,24,1,1,1,-31
1,0,-1292,-1,0,-1,0,3,-3,-4,6,9
1,1,1366,-1,0,0,0,4,1,5,7,16
0,1,-506,-1,0,0,0,267,-3,-1,92,33
1,1,19370,1,0,4,0,2,0,-5,65,-1
1,1,8836,0,0,-1,0,-9,0,-11,17,38
1,1,-3429,-1,0,-3,0,26,-2,-7,28,-26
0,0,-10830,0,0,-1,0,-5,2,4,-45,8
1,1,11650,2,1,2,0,-9,-1,-3,91,30
0,0,11463,0,0,3,0,-18,1,-8,29,12
1,0,-1511,-2,0,-1,0,10,-4,-2,10,-22
1,1,-11293,0,0,0,0,-10,-2,0,-46,-2
1,0,-3875,1,0,-1,0,-134,1,5,-21,0
1,1,5385,0,0,0,0,17,2,1,34,35
0,1,10276,1,0,0,0,112,1,-1,9,15
1,0,4962,0,1,0,0,17,-5,3,-31,15
0,0,-1701,2,1,2,0,12,4,-7,50,28
1,0,1283,1,0,-2,0,1,3,-6,40,31
1,0,-3161,0,0,1,0,5,7,3,-44,16
0,1,2955,1,1,-1,0,-4,0,2,17,21
1,0,-6938,0,0,0,0,3,1,0,34,-2
0,0,-5792,-2,0,-2,0,6,1,6,-65,31
0,0,-7585,-2,-1,-2,0,13,-1,4,6,-1
1,1,-3806,-1,0,1,0,-1,0,0,-18,17
0,0,-6030,0,0,-2,0,0,-4,2,10,-3
0,0,4142,-1,0,-1,0,-2,-1,-8,12,24
0,1,11481,-1,0,0,0,9,5,2,-30,-5
1,0,-9922,-1,-1,1,0,-3,2,-3,10,-8
1,0,-10026,0,-1,-2,0,39,-2,6,-60,-25
0,0,-5910,-1,0,0,0,16,-1,0,14,-18
1,1,1975,-1,0,0,0,-6,-4,5,14,-16
1,0,-5758,-2,0,0,0,-5,-7,2,-13,21
1,1,2398,0,0,1,0,-71,1,-2,24,-21
1,1,6000,0,0,1,0,16,4,-6,45,13
0,0,6851,-2,1,1,0,-3,0,-6,36,1
0,1,2961,-2,-1,-1,0,-8,-2,0,-40,-25
1,0,-4737,-2,0,-1,0,-85,3,5,7,-1
0,0,-17126,-1,0,-3,0,-77,-3,4,-81,20
0,0,-1413,-1,0,0,0,-3,-2,6,2,-15
1,1,3611,2,1,0,0,-11,-3,4,-44,26
0,1,7000,1,0,1,0,-5,-3,5,-11,7
0,0,-8102,-2,0,0,0,0,1,-4,-4,7
0,1,-5705,0,0,0,0,-481,-5,2,9,8
1,0,-1233,-1,0,2,0,0,3,0,7,-8
0,1,7314,0,0,0,0,19,-1,1,39,-28
1,0,-3362,0,0,-2,0,-7,0,-2,-2,-32
1,1,-1658,2,0,-2,0,21,5,8,-22,-4
0,1,5517,0,1,-1,0,-7,1,5,25,9
1,1,7733,2,0,-2,0,-10,2,-4,51,5
0,0,5670,2,0,-2,0,-2,2,1,-2,-9
1,0,-6151,0,0,-1,0,22,2,2,-12,-14
1,1,7469,2,1,1,0,9,2,-3,-9,13
1,1,5416,2,0,3,0,12,5,-7,49,-12
0,0,-4399,-2,0,1,0,-5,1,-1,18,-28
0,0,5642,-2,0,2,0,96,2,-5,7,30
1,0,-1391,2,0,1,0,-11,0,-10,-3,22
0,0,-9981,-2,-1,-1,0,8,5,4,1,-41
0,0,-3626,0,0,-2,0,-4,-2,0,-19,-12
0,0,8639,2,0,0,0,3,2,0,14,19
1,1,3700,0,1,1,0,-3,-5,-3,69,1
0,1,3852,0,0,2,0,3,0,-8,48,41
1,1,5915,1,0,0,0,5,-1,-8,74,30
0,0,10839,1,0,2,0,20,2,-7,75,-13
1,1,4737,-2,1,-1,0,7,4,3,39,-44
0,0,2004,2,0,0,0,-6,-1,-2,30,10
1,0,62,2,0,-1,0,-14,-2,-2,8,20
1,1,13149,0,1,3,0,1,-3,-5,50,25
0,0,-9347,-2,0,-2,0,2,-5,10,-50,-8
1,1,-3601,0,0,-2,0,0,-4,4,-11,8
0,0,-11698,-2,0,0,0,-8,-1,4,-5,-8
1,1,15670,2,0,3,0,-1,0,0,57,-4
0,1,12819,0,0,3,0,3,1,-8,126,-3
1,1,5958,-1,0,-1,0,3,6,3,-5,-21
1,1,-1886,-2,0,-1,0,7,6,1,-39,-28
1,1,1942,-2,0,-1,0,0,0,-3,-40,22
1,0,-6816,-1,0,-1,0,5,-9,1,-76,20
0,0,8938,0,0,1,0,2,-1,0,42,20
1,0,-7141,-2,0,-1,0,-2,-4,1,8,17
1,1,13281,1,0,-1,0,-26,3,-2,1,0
0,0,-18190,-1,0,-2,0,121,-1,1,-50,-34
0,1,8922,0,0,-2,0,6,2,-4,73,-4
1,0,447,-1,0,0,0,8,-1,-1,-43,27
1,0,5896,-2,0,1,0,7,8,1,21,-36
1,1,-9165,-2,0,-3,0,5,-1,10,-59,-4
0,0,3411,2,0,1,0,-2,3,5,27,10
0,0,7228,1,-1,-2,0,118,3,4,-33,14
1,1,16926,1,0,0,0,-43,-5,-1,36,15
0,1,-6786,-2,0,-1,0,-24,-3,5,-21,-17
1,1,8084,2,0,1,0,-27,-4,-4,9,16
0,0,-10368,-2,0,-2,0,-1,-2,5,-33,-22
0,1,4340,0,0,0,0,15,2,-2,11,0
1,1,5952,-2,-1,2,0,-4,-1,-1,28,-5
1,1,10598,1,1,5,0,-4,-2,-10,72,5
0,1,2035,0,0,-1,0,59,4,2,-9,15
0,1,5312,-2,1,1,0,-6,0,0,19,32
1,0,-7601,1,-1,2,0,-11,-2,1,-9,21
0,1,3965,0,-1,1,0,-5,1,4,23,8
0,1,-2238,1,0,-4,0,74,1,1,-60,-29
1,1,18340,2,1,6,0,-8,4,-15,47,32
0,1,7565,1,0,0,0,-11,-2,0,11,0
0,1,-3367,0,0,0,0,0,3,3,-14,5
1,0,-8969,1,0,-1,0,2,4,5,-64,-28
0,1,4235,1,0,1,0,13,0,1,55,9
0,1,5965,-2,1,1,0,-9,-2,5,30,28
0,0,-8324,-2,1,-1,0,-28,-3,4,-53,5
0,1,237,1,0,0,0,8,3,-1,-20,-25
1,0,8945,-2,0,-1,0,2,-1,5,-64,44
1,1,3605,1,0,0,0,-13,-2,-3,31,15
0,1,-1100,-2,0,-1,0,-219,-3,5,-22,0
1,1,9358,2,1,2,0,0,-2,-6,-4,-20
1,0,-7980,2,0,-1,0,-5,-4,2,-35,-40
1,0,1390,-2,1,-1,0,-9,2,2,-59,-7
1,1,10876,2,1,2,0,-71,1,-5,47,22
1,0,1721,0,0,-1,0,-2,0,-3,-28,13
1,0,-10508,-2,0,0,0,-3,1,5,-10,15
0,0,13966,1,1,1,0,11,8,2,6,19
0,1,3340,-1,0,2,0,4,2,-3,-4,-29
0,1,-7848,0,0,-2,0,-21,-1,0,-35,-23
0,0,-5512,-2,0,-2,0,3,0,4,-75,-11
0,1,90,1,0,0,0,-18,-4,5,27,0
0,0,-1216,-2,0,0,0,14,3,4,11,-11
0,0,8368,-1,0,1,0,2,-2,1,35,16
1,1,-1022,-1,0,1,0,-1,2,-2,-4,10
0,0,-4088,1,0,-1,0,6,6,0,12,-22
0,0,-9668,-2,1,-1,0,5,4,6,-85,-20
0,0,-3868,-1,0,0,0,12,2,4,-40,-20
0,0,-17763,-1,-1,-3,0,-7,0,10,-46,-32
1,0,2405,1,1,3,0,-31,0,-5,35,11
0,1,7282,-1,1,0,0,5,1,-12,-13,12
0,1,-862,2,0,-1,0,-10,0,2,36,-1
0,1,3943,-1,0,0,0,4,4,-7,39,-4
1,1,6993,-1,0,2,0,-34,0,-6,14,8
0,1,7679,0,0,3,0,39,4,0,34,5
1,0,-14312,-2,0,-4,0,-3,0,7,-45,-71
1,0,-6977,-2,-1,-1,0,-5,-6,7,27,-7
1,1,8766,1,0,-1,0,-6,-5,-4,53,13
1,1,-507,-1,0,-1,0,-66,2,-1,-1,-76
1,1,9375,2,0,1,0,19,5,1,-36,3
0,0,-1911,-1,0,0,0,-1,-2,1,-18,-31
1,0,-4073,1,0,-3,0,8,-3,-2,-39,-31
0,0,-17340,-2,0,-1,0,9,-9,3,-36,-31
1,1,6111,-1,0,2,0,0,2,-7,6,28
0,1,-3304,1,1,-2,0,-66,0,0,-43,47
1,0,1597,0,0,-1,0,1,1,4,-3,4
0,0,2470,-1,1,-1,0,3,1,6,-12,-4
1,1,5210,1,-1,2,0,6,2,-1,28,8
0,0,-17162,0,0,-2,0,24,-1,3,-77,33
1,0,4612,-2,1,0,0,2,1,-1,28,-2
1,1,-1512,0,0,1,0,25,2,-8,21,27
1,1,7985,2,0,1,0,-3,2,4,50,-19
0,0,-10656,2,-1,-3,0,191,0,4,-65,-38
1,1,4353,1,0,1,0,5,6,-2,25,36
1,1,11578,1,1,7,1,75,2,-17,97,44
1,0,-15281,-2,-1,-1,0,-39,-3,0,-38,-24
0,0,-1664,-1,0,-1,0,6,0,5,19,-5
0,0,5208,-2,0,-1,0,-5,-2,7,-30,-38
1,0,8852,2,0,1,0,-1,5,2,-67,20
1,1,6337,0,0,1,0,11,0,-2,12,0
0,1,-188,1,-1,-1,0,7,5,-2,-33,11
0,1,-1071,0,1,-1,0,2,2,-5,16,10
0,1,6997,2,-1,-2,0,-7,0,8,18,-31
1,1,7067,-1,0,-2,0,22,3,0,70,-28
0,1,-14733,-2,0,-1,0,3,6,0,-35,-23
0,0,-5687,1,0,-1,0,288,3,1,-8,12
1,1,6783,-1,0,0,0,8,-2,2,36,24
0,0,-13583,-2,0,-3,0,1,1,8,-107,7
1,1,-9536,-2,0,1,0,-10,-1,-2,29,-4
0,1,5685,-2,0,-1,0,3,1,3,-35,-13
0,1,-3428,1,1,0,0,-42,2,5,-50,8
1,1,9599,2,0,3,0,-4,-2,-13,62,10
0,0,2230,-2,0,2,0,-74,0,-9,48,-8
1,0,-4906,-1,0,-2,0,-9,-5,3,-19,-60
1,1,5164,0,0,0,0,20,4,-2,48,-1
0,1,5592,0,1,1,0,2,1,-1,38,-7
0,0,640,1,0,-2,0,6,-1,0,-27,24
0,0,-1585,0,-1,-1,0,13,5,3,-24,-17
1,0,350,-2,0,0,0,-6,2,-1,22,-7
1,1,12953,1,0,1,0,2,0,1,37,4
0,1,6738,2,0,2,0,-4,-2,-4,42,19
1,0,7818,-1,0,-1,0,0,0,2,-14,29
1,0,-3577,-1,0,-1,0,11,-3,3,-74,17
1,0,7431,1,1,0,0,4,2,0,-14,42
0,0,5924,1,0,-1,0,-1,2,3,-6,-4
0,1,457,2,0,2,0,-57,-4,-4,-5,20
0,0,-14250,-1,0,-2,0,-5,-2,3,-20,-32
1,1,11458,-1,0,1,0,14,2,-1,74,13
0,0,-7264,-2,1,-2,0,10,3,3,-39,0
0,0,-12827,0,0,-3,0,2,-2,-2,-26,-52
0,1,-4305,2,-1,-1,0,-39,-2,3,-46,16
0,0,-9795,2,0,0,0,-4,-1,4,-47,-12
1,0,3156,1,0,-1,0,222,-1,4,-28,11
0,1,8046,0,0,1,0,-148,0,-7,41,-19
1,1,-3741,0,0,0,0,-291,-3,-2,-41,-4
0,0,-9010,0,1,0,0,0,1,7,-38,-20
0,0,-1441,1,0,1,0,-4,-4,1,-17,22
1,0,1595,1,0,0,0,0,0,-4,67,4
0,1,5943,-2,0,0,0,268,1,2,16,4
1,1,11215,2,0,1,0,-11,2,-5,25,-31
1,0,-10902,0,0,0,0,-2,-2,6,-59,16
0,1,-247,-2,-1,-2,0,0,-4,3,-17,31
1,0,-2162,-2,1,-1,0,1,-3,4,-2,10
1,0,-3426,0,0,-2,0,-8,1,5,-5,-25
0,0,421,-2,1,1,0,19,-1,1,20,-32
1,1,4676,2,1,0,0,-189,2,4,4,37
0,1,1481,1,0,0,0,1,5,2,44,-44
1,1,3105,1,-1,0,0,7,1,5,41,0
1,0,1806,0,0,0,0,109,1,5,-31,8
1,0,705,1,0,0,0,-8,2,0,-22,-7
1,1,8072,1,1,0,0,-34,-2,-4,34,41
1,1,5487,0,1,2,0,-6,2,-6,62,12
1,1,-493,-2,-1,0,0,-4,2,-1,-7,-13
1,1,3794,2,1,4,0,55,1,-10,33,5
0,1,-6467,0,0,0,0,-7,-4,6,10,-26
0,0,3768,-2,1,-1,0,2,4,1,-59,24
1,0,7639,0,0,-1,0,4,-5,-3,67,-2
1,1,3182,1,0,-1,0,-6,1,-5,16,34
0,0,-5088,-2,0,-2,0,8,0,5,-76,20
0,0,7774,-2,0,0,0,5,0,2,-4,6
0,1,-2779,-2,0,-1,0,6,-3,0,-4,-12
1,0,6910,2,0,-1,0,-11,-3,0,39,5
1,1,8245,1,0,0,0,2,1,-4,18,28
0,0,-11857,-2,0,-1,0,-6,-1,3,-24,56
0,0,-8336,0,-1,-1,0,-7,-6,6,-64,-8
1,1,1764,1,0,1,0,9,-1,-2,33,40
1,0,1577,-2,0,-1,0,-6,4,-4,-15,-3
1,0,515,-1,0,0,0,-3,-1,4,-66,-16
0,0,727,-2,0,0,0,-10,1,5,28,16
1,0,-1114,0,0,1,0,-109,3,3,8,0
1,0,7042,0,0,0,0,14,1,-8,26,14
0,0,6391,-2,0,-1,0,23,2,4,-22,-3
1,0,-6850,-2,0,0,0,-6,-2,-1,-8,-14
