blueTeamFirstBlood,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
1,1,6682,3477,6736,11,0,0,0,0,226,0,-4,23,-8
1,1,3808,1532,5782,9,1,0,1,0,-1,0,-6,6,-27
0,0,-758,691,-71,4,2,-1,0,0,15,10,5,-7,-19
0,0,-5085,-2062,-12996,-8,-2,0,-1,0,3,1,7,-64,-9
1,1,749,1083,1849,5,-1,0,0,0,14,0,3,-46,23
1,1,2418,2257,436,1,1,0,-1,0,-3,2,-2,35,-9
0,1,878,3618,4787,6,2,0,-1,0,-8,1,2,1,35
1,0,-2597,489,3823,-5,-2,0,0,0,-160,-4,2,11,-8
0,0,-1252,1004,-1655,-8,-2,0,-2,0,-7,-6,4,58,16
0,1,1905,2000,4111,3,-2,0,-1,0,-11,-1,-6,15,-11
0,1,-652,-1327,4336,-1,-1,0,-3,0,8,1,3,-6,17
0,1,7432,4480,10587,10,2,0,3,0,13,4,-2,36,-10
1,0,-2003,-2672,509,-3,2,0,0,0,-3,3,-6,-23,-23
1,0,876,2240,-14285,2,0,0,0,0,-102,-3,7,-29,8
0,0,228,-60,-3967,-3,-1,0,0,0,-9,0,-5,12,3
1,0,30,-897,-37,2,-2,-1,0,0,-7,-5,-3,-15,-5
1,1,455,1433,4071,-2,0,0,-1,0,4,2,2,41,-4
1,0,-2728,-2032,-5880,1,0,0,-1,0,2,1,2,-54,16
0,0,-10393,-7319,-21672,-14,-2,0,-3,0,34,-2,8,-67,-41
0,0,-2913,-2665,-10689,-8,-1,0,-1,0,-26,-2,4,-13,33
0,0,-1430,-1249,-197,-9,-1,0,0,0,-167,1,0,31,35
1,1,3582,644,2760,5,0,0,1,0,-4,0,-8,24,-37
1,0,2258,775,572,0,2,0,-2,0,12,7,1,46,12
0,1,705,645,-4095,0,1,-1,-1,0,-6,1,0,24,-1
0,0,-596,445,-13683,-5,-2,0,0,0,-4,-1,3,34,25
0,0,-2747,-1124,-2521,1,0,-1,-3,0,7,1,4,-26,-17
0,1,3676,2063,11173,5,1,0,2,0,-44,-1,-9,25,17
0,1,9739,6499,23078,22,1,1,0,0,30,7,1,45,39
1,0,-2591,-3790,-6154,-3,-1,0,-1,0,2,2,5,-21,-33
0,0,-8905,-6432,-7338,-12,-2,-1,-2,0,-15,-3,7,-71,-5
0,0,-5133,-2536,-11342,-7,0,0,-1,0,4,-2,5,-64,-7
1,1,245,-1040,-329,-6,0,0,1,0,2,1,-1,-15,46
1,0,-4104,-1522,-14463,-9,-2,0,-3,0,-21,-3,6,-33,11
0,1,2162,3261,1273,5,-1,0,0,0,9,0,-5,4,23
1,0,2693,2411,405,4,2,0,-1,0,15,4,-1,32,7
1,0,-3586,-3553,-2128,-3,-2,0,-1,0,11,5,-1,-30,-12
0,1,-259,607,1419,3,1,1,0,0,-133,0,4,44,-31
1,1,3140,861,-4022,2,0,0,1,0,7,-3,1,2,16
0,0,-3983,-1617,3284,-6,0,0,-2,0,1,4,6,10,-26
0,0,-14646,-11030,-18103,-20,-1,-1,-5,0,-19,-5,10,-115,-37
0,1,1677,-2662,8789,8,1,-1,-1,0,-119,1,2,10,-16
1,1,7771,4261,11038,13,-1,1,3,0,-2,-1,-9,33,-29
0,0,-594,-2466,4647,5,0,0,0,0,14,7,6,-67,-25
0,0,-321,1049,-6051,-3,-2,0,1,0,5,-3,2,-19,9
0,0,-6355,-3838,-12187,-14,-1,0,-1,0,0,-2,3,0,14
0,0,-9264,-5819,-10358,-13,-1,-1,-3,0,7,5,6,-61,-8
1,0,-3226,-3544,-9355,-5,0,-1,0,0,-8,1,2,-8,-19
0,1,-241,203,2667,-4,0,1,0,0,12,-4,1,14,-12
0,1,-5088,-5466,-4263,-10,0,0,-1,0,11,-5,1,-4,-33
1,0,619,-1581,-5288,1,-2,1,0,0,-12,0,0,-1,-38
1,1,3312,4094,1609,3,-1,0,-1,0,-18,6,-11,33,17
0,0,1493,560,4643,0,-2,0,0,0,8,4,-9,3,-15
0,0,-1958,-1762,-7670,-3,-2,-1,-1,0,-296,0,5,-28,-24
1,1,9780,5255,11231,9,2,0,2,0,260,5,-5,100,48
1,0,123,-912,238,2,0,0,0,0,4,-2,-2,-53,0
1,0,-3852,-1784,-2092,-6,-2,-1,-1,0,-22,-7,4,8,-43
0,0,-13762,-7998,-15128,-18,-2,-1,-5,0,-6,-2,6,-112,-2
0,1,-253,-1143,-6288,-6,-1,0,0,0,-12,-1,-5,-11,8
1,0,4097,896,10090,4,-1,0,1,0,0,1,-2,35,-20
0,0,977,3029,-58,2,-1,0,0,0,-15,-8,4,-2,12
1,0,-3527,-3668,-4244,-3,2,-1,-1,0,-45,5,6,-35,-7
1,1,3785,2205,7324,4,1,1,-1,0,6,-1,2,-13,61
0,0,-2676,-967,-6824,-5,-2,0,0,0,5,2,0,5,-12
1,0,-6521,-4490,-6257,-9,0,0,-2,0,-69,-2,-1,21,-41
1,1,1978,231,488,5,0,0,0,0,-6,0,-1,-4,6
1,0,-2816,-3730,-5743,-10,-1,0,-2,0,-7,0,4,-37,4
0,0,-3789,-1211,-5389,-8,-2,0,0,0,-2,0,-4,-38,-4
1,0,451,-578,3922,-1,-2,0,0,0,17,-1,1,6,13
1,0,2088,1618,11953,6,1,0,-3,0,4,-2,5,-11,-22
1,0,-2017,-1113,2685,-8,-2,0,-4,0,-6,-2,-5,33,12
1,0,2749,910,-2393,6,0,0,0,0,-10,-2,1,-2,6
0,0,-10634,-6074,-8128,-14,-1,-1,-3,0,4,0,8,-105,-48
0,0,-3377,-3377,-15359,-5,0,0,-1,0,-111,3,-4,-22,8
0,0,-2734,-3797,-6900,-7,-2,-1,-2,0,34,0,3,32,10
1,0,2772,1748,9185,4,-1,0,-1,0,1,1,-6,43,8
1,0,26,980,-4379,2,0,0,0,0,3,2,6,-24,19
1,1,4195,1630,6805,11,1,0,0,0,6,5,3,13,-6
1,0,5100,2770,5876,7,0,0,1,0,16,2,1,11,19
1,1,6028,4680,8117,9,-1,0,0,0,7,2,0,29,45
1,0,-6546,-2055,-15242,-10,0,0,-3,0,5,-1,6,-6,-11
0,0,-4357,-2811,2093,-9,-1,0,-2,0,28,1,6,-50,-26
0,0,-5728,-2216,-8209,-5,1,0,-2,0,12,3,0,-78,-47
0,0,-5168,-3659,-3292,-8,0,0,-2,0,-60,1,4,-39,16
1,0,-3199,-2032,-4446,-8,-2,0,-1,0,-11,-1,4,6,-2
1,0,1295,1884,-9111,0,0,0,1,0,2,3,-1,14,29
0,0,-2175,-2553,-2827,-4,-1,-1,0,0,-42,-1,2,9,-24
0,1,942,3433,-4063,-2,-2,0,-1,0,6,0,0,8,18
1,1,3027,2103,11203,10,0,1,0,0,0,1,-2,-56,20
1,1,2574,3588,-718,3,2,0,0,0,-5,-5,-2,0,32
0,0,-1493,-3149,-857,-2,-2,1,-1,0,0,2,2,-33,-13
1,1,452,-1773,1800,-2,1,-1,-1,0,-1,0,4,9,-1
0,0,-1541,-1015,-3516,-5,-2,0,1,0,5,6,-4,13,-28
1,1,3107,1605,3157,4,2,0,0,0,-15,-5,-1,49,14
0,1,2005,1520,6009,2,-1,1,-1,0,-5,-1,1,24,5
0,0,-4185,-3562,369,-7,0,0,0,0,-62,5,2,-28,-21
1,0,-6980,-3125,-8373,-8,-2,0,-3,0,0,-2,6,-43,-8
0,1,3129,1909,2698,6,-1,0,-1,0,-73,-3,-7,45,-12
1,0,720,-1580,-1469,6,0,0,0,0,-4,2,-4,-40,20
1,0,-3327,-2702,-12623,-5,-2,0,0,0,-10,-6,5,-71,12
1,0,1184,-331,1882,5,0,0,0,0,-11,2,3,45,-44
1,0,-3127,-1764,-10656,-4,1,0,-1,0,14,4,5,-5,-13
1,1,4972,3370,14627,4,0,0,2,0,-6,-3,1,54,-15
1,0,-4045,-4953,-3673,-6,-1,-1,-2,0,10,2,2,-71,-12
1,1,1747,1537,10489,0,0,0,1,0,3,1,1,-49,9
1,1,4305,3395,10262,7,2,0,-1,0,1,1,0,85,7
0,0,-1000,324,-7900,2,0,1,-1,0,-6,-4,5,-92,20
1,0,1882,578,5235,3,-2,0,1,0,37,-4,-2,28,12
1,1,2750,297,98,-5,-2,0,2,0,51,-5,-6,55,10
1,1,8918,6239,20314,17,2,0,3,0,-9,2,-12,133,16
1,1,5497,4542,4135,3,1,0,0,0,19,-2,-3,105,16
0,0,-412,-408,-3812,1,-2,0,0,0,-4,5,-7,-17,-29
0,0,-2384,-2037,654,-3,0,0,-1,0,5,-2,2,-26,-16
0,1,-3349,-3238,-11329,-10,-2,-1,0,0,-1,-2,3,-3,-1
0,1,5893,2683,17054,15,1,0,0,0,-4,1,-1,28,0
1,1,-6461,-4260,-7094,-6,-2,-1,-4,0,3,-1,7,-51,-3
0,0,-6304,-3591,-6072,-12,-2,-1,-3,0,-3,0,6,1,0
0,0,-1872,-1225,-3446,0,-2,0,-1,0,-5,-4,0,-14,-16
1,0,-2111,-1281,-4226,-8,1,0,0,0,9,2,0,15,20
1,1,12292,8421,13371,14,2,1,4,0,-21,-3,-12,87,43
1,1,-838,-657,-3322,-3,-2,0,1,0,3,0,-1,40,-33
1,0,7589,3533,10538,12,1,0,2,0,1,1,-7,31,-2
1,0,553,-377,-10077,-2,-1,0,-1,0,3,-4,-2,-21,16
0,0,2477,2323,1493,4,-1,0,1,0,3,4,0,21,-16
0,0,-8704,-5839,-16733,-19,-2,0,-1,0,5,-4,7,-21,-9
0,0,-2476,615,-7062,-4,0,0,-1,0,9,5,2,-13,16
1,1,5319,4049,2255,11,2,0,-1,0,3,4,-5,40,-7
1,1,3739,971,4961,3,2,0,0,0,0,5,2,-12,18
0,1,5935,5384,5263,10,0,0,1,0,2,-1,-4,75,-3
0,1,868,-1381,-1811,2,-2,0,0,0,-4,-1,-3,-8,-12
1,1,-1499,-2354,-3673,-4,-2,0,0,0,-6,-8,2,-19,16
1,0,567,-1360,795,-2,-2,-1,0,0,-4,-3,2,4,11
0,1,-5673,-6533,-17503,-8,-1,0,-2,0,3,-2,6,-37,-24
1,1,10835,6408,11009,17,0,0,1,0,54,3,-5,82,-8
0,1,1057,1655,-2108,3,-2,1,-1,0,59,2,1,-29,-6
1,1,2942,2858,2770,8,2,0,1,0,-10,-6,2,40,-11
1,1,-48,1004,2778,-1,-2,0,0,0,1,3,-4,-12,-14
0,1,-6108,-3427,-6751,-8,-2,0,-3,0,14,4,6,-40,0
0,1,-1671,1140,2737,1,2,0,-1,0,-2,-3,7,11,4
0,1,6547,6926,3043,8,0,1,1,0,7,7,-5,56,41
1,1,777,2120,-5907,-4,1,1,-1,0,3,-4,-1,11,16
1,1,4936,2394,19411,8,0,0,-1,0,4,3,-6,61,0
0,0,-4564,-2499,-7688,-6,1,0,-3,0,-25,-1,1,8,5
0,0,-6996,-4721,-4211,-11,-2,0,-2,0,-7,-2,4,0,-36
0,0,-4084,-1665,-10051,-9,0,0,-1,0,-5,-3,3,-65,7
1,0,4198,2946,8008,9,-2,0,-1,0,-6,-4,4,8,16
1,1,3507,2418,3630,10,0,1,1,0,5,0,1,-18,-14
1,0,-3292,-1116,-917,-3,-1,0,0,0,-6,1,5,8,-27
1,1,3681,1193,8086,6,1,0,1,0,-77,0,-1,50,-38
0,1,4316,3397,9629,12,2,0,1,0,-171,2,3,-33,1
0,1,1737,3114,12215,3,2,0,-1,0,12,-4,4,6,12
0,0,-7107,-5083,-17041,-17,0,0,-2,0,-209,3,5,-11,-40
1,0,4096,2090,14260,3,-1,0,1,0,0,4,-5,-10,9
1,0,3271,700,880,3,-1,1,0,0,-30,4,-2,18,8
1,1,2638,839,4636,3,2,0,1,0,-2,0,-4,31,-19
1,0,1341,1597,6744,4,-2,0,1,0,12,4,3,-5,7
1,1,3655,258,-1203,9,1,0,1,0,38,1,-3,-42,-32
1,1,2325,1444,147,8,2,1,0,0,-16,-1,1,-5,-19
0,1,1995,105,7660,-4,0,0,0,0,-9,-3,-2,55,-22
1,1,5058,3107,5379,5,2,0,1,0,-9,-3,-10,27,-7
1,0,-2811,-2362,2354,-6,0,0,0,0,-4,-4,-6,-2,-6
1,1,3642,2960,9787,8,2,0,-1,0,-12,0,2,46,21
1,1,3380,4740,3412,9,1,0,1,0,8,2,1,-2,-17
1,1,6615,4574,9991,13,1,0,0,0,35,4,2,5,23
1,0,3139,843,5061,7,0,0,1,0,7,3,-5,17,-2
1,0,-2342,171,5097,-3,0,1,0,0,-1,-3,0,-12,19
1,1,5941,3121,13344,5,-1,0,1,0,-4,0,2,33,49
0,1,3639,1866,10450,1,-1,1,1,0,2,2,-4,85,0
1,1,8070,5086,10343,15,0,0,1,0,8,5,6,63,19
0,0,-10386,-8280,-11540,-14,-1,0,-3,0,-17,-1,5,-91,-21
1,1,226,-400,5584,1,-2,1,0,0,9,2,0,4,-16
1,1,5124,3332,10624,7,-2,0,1,0,21,0,1,80,-13
1,0,2068,146,-1445,8,-2,0,0,0,3,1,2,-19,-30
0,1,-4329,-5287,-6675,-6,-2,0,-1,0,5,5,2,-54,-27
1,0,3212,375,-6217,1,-2,0,1,0,4,3,-2,32,17
1,0,-432,-56,3374,4,-2,0,-1,0,-1,0,4,-2,-8
0,0,-1743,-705,1481,-5,-1,1,0,0,-3,-1,3,0,-5
0,1,-5789,-5907,-5844,-12,-2,0,-1,0,-11,2,6,-38,-10
0,0,-7898,-5605,-22343,-14,-2,0,-3,0,-9,-4,6,-93,19
1,0,-212,1182,-1384,0,-1,0,-1,0,-3,0,3,26,-19
0,1,4484,3659,7080,8,1,1,1,0,-10,-4,-4,17,22
0,1,-1470,715,-3142,-2,1,0,1,0,2,0,-6,0,14
1,0,2227,2274,5878,8,0,0,-1,0,2,4,-2,-37,20
0,1,-3229,-2225,-5928,-2,1,0,-2,0,4,0,6,-26,17
0,1,2768,564,-4086,1,1,0,2,0,0,5,-9,-10,27
0,1,2000,677,1043,4,0,0,0,0,-6,0,-1,-30,4
0,1,8085,6705,12419,9,2,0,4,0,-70,-1,-10,63,60
0,0,-6201,-4724,-12558,-15,-1,0,-2,0,-4,0,0,-25,-11
0,0,-5148,-2282,-15015,-8,-2,0,-1,0,-1,-1,-2,-36,13
0,0,-5841,-3135,-8503,-6,0,-1,0,0,5,-2,-4,-53,-23
0,0,-1974,1713,-4722,-7,2,0,0,0,10,3,4,-15,17
1,1,3514,1679,-4504,2,-1,0,2,0,-15,0,-4,-21,23
0,1,-1048,728,-2826,4,2,0,-1,0,9,0,1,-46,9
0,1,2786,2038,8261,1,0,0,1,0,13,2,-8,7,16
1,1,3322,2588,9841,5,-2,0,0,0,-10,-1,3,30,-30
0,1,-1346,-1074,2094,-4,2,0,0,0,-66,3,1,-33,2
0,1,1665,1315,8729,2,2,0,-1,0,-8,-3,-2,4,24
0,0,-1652,299,1586,-3,-1,0,-5,0,-185,-6,0,-21,13
0,0,-4594,-4198,-228,1,1,0,-2,0,18,-1,8,-69,-36
1,1,4290,2086,3421,4,0,0,2,0,5,-1,-3,36,-19
0,0,-574,-2238,-2844,-2,-2,0,0,0,5,-1,2,-1,-12
1,1,5434,4183,13887,12,2,1,0,0,-6,-1,3,17,31
1,1,9390,5703,10364,15,2,0,0,0,-21,0,-10,70,8
1,0,2045,829,373,2,2,0,0,0,283,-2,4,1,24
1,0,-3279,-986,-6456,-7,-1,0,0,0,-31,-6,2,1,-4
0,1,5608,3465,5099,8,2,0,1,0,168,0,-5,42,0
0,0,2822,1723,283,1,1,1,1,0,-11,-3,-4,10,16
0,0,1244,937,7356,1,1,0,-1,0,-17,-2,2,-13,11
0,0,-5083,-1784,-11691,-8,-2,1,-1,0,0,0,2,-5,-18
1,0,3526,3325,8537,12,1,0,-1,0,-9,5,2,-14,15
0,1,3054,2844,3306,6,1,0,1,0,104,0,1,31,21
1,1,5545,2407,6852,11,0,1,0,0,108,3,-4,48,-16
0,0,-1767,-1782,2096,-3,-1,0,0,0,5,-2,-1,-25,-16
0,0,-2196,-1320,22,-5,-1,-1,-1,0,2,-1,3,6,-17
0,0,-7703,-5353,942,-9,1,0,-3,0,10,4,8,-43,-9
1,1,5378,2838,7880,5,2,0,2,0,10,5,0,47,36
0,1,6710,3616,17516,12,-1,0,-1,0,-13,-4,1,79,-13
0,0,1491,416,1143,4,-2,0,-1,0,-10,-3,0,21,20
0,1,-645,1018,-648,-5,0,0,0,0,0,2,-3,44,7
0,1,1303,1101,5811,8,1,0,-2,0,0,0,4,-48,-10
1,1,634,-308,3012,1,-1,0,0,0,64,-5,2,42,-8
1,1,534,-3200,-1866,-1,2,0,0,0,2,1,-4,-7,9
1,1,4457,2062,7688,3,2,0,2,0,-1,3,-10,94,-13
1,1,4499,3589,5978,11,-2,1,-2,0,19,9,1,-4,-29
0,0,-4572,-3185,-12435,-10,-2,0,-1,0,-4,-7,-2,49,-26
0,0,-3098,-3035,-6783,-10,0,0,0,0,-67,-1,4,44,-28
1,1,10886,7262,17029,17,1,1,2,0,14,2,-4,25,50
1,1,8922,5332,4500,10,2,1,4,0,1,2,-2,64,13
0,0,-2362,-1252,-13064,-5,-2,0,-1,0,-92,-2,7,10,-33
1,0,-3896,-3148,-3016,-7,1,0,0,0,166,-2,8,-26,-32
0,0,-1452,-614,1488,-4,-1,0,-1,0,31,0,5,-6,6
1,0,-2527,-1380,-1384,1,-2,0,-3,0,7,4,5,-43,-27
1,0,-2568,158,2323,-2,-2,-1,-1,0,0,1,8,-52,-17
1,0,-603,-1542,3999,-1,-2,0,-1,0,-25,0,1,10,-5
0,1,1119,1763,396,-4,-2,0,-1,0,-23,3,1,50,25
1,1,14158,9472,21210,25,2,0,4,0,-2,1,-15,94,3
1,1,3413,2240,-5373,6,2,1,0,0,5,4,-7,-2,20
1,1,2345,768,8410,2,0,0,1,0,-3,-2,4,0,-8
1,1,7619,6805,15126,11,1,0,-1,0,8,3,-4,66,36
1,0,2292,1739,-371,6,-2,0,0,0,28,0,4,48,0
1,1,4705,2163,11127,10,2,1,-3,0,-1,2,-5,-20,-8
1,1,-2860,-2456,-11682,-2,0,0,-1,0,-16,-5,6,-46,1
1,1,1797,879,7226,6,1,0,-1,0,61,3,0,35,1
1,0,-7954,-4846,-8645,-12,-2,0,-2,0,-4,1,7,-85,-33
0,0,-3789,-2526,-9275,-10,0,0,0,0,-34,-4,8,0,4
0,0,-2975,-3206,-3004,-5,-1,0,-1,0,6,-3,4,-41,0
1,0,-3631,-4689,-7026,-1,-2,0,-2,0,-21,2,1,-85,-15
0,0,-6781,-3469,1391,-9,0,-1,-1,0,-7,1,2,1,-28
0,0,-2329,-1996,-5129,-6,2,0,-1,0,13,-1,2,-9,-2
0,0,-3245,-1671,-3609,-7,-2,0,0,0,-102,-1,5,-19,-2
1,1,849,1144,3778,1,1,0,0,0,-67,1,0,27,10
1,1,-2555,-1144,-2787,-6,1,1,-1,0,3,-11,4,-18,7
1,1,2884,1397,2581,4,0,-1,1,0,-71,-1,0,56,-8
1,1,9029,7748,9783,15,0,0,3,0,0,-3,-3,38,56
1,1,1872,-177,7449,6,2,-1,-1,0,-60,6,2,38,-40
1,0,-3399,-1547,-15866,-8,0,0,1,0,-9,-2,3,-54,13
0,1,1208,1919,-268,1,-2,0,0,0,-27,0,1,29,-38
0,0,-10280,-6135,-11669,-15,-2,0,-3,0,-7,-2,10,-58,-15
0,0,-14173,-9880,-14348,-17,-2,0,-5,0,-18,-7,10,-108,-45
1,0,737,1531,2706,-1,-2,0,2,0,-3,-3,0,24,-2
1,0,-7915,-8354,-14323,-14,-2,0,-1,0,-277,-3,5,-76,-28
1,1,1039,-1627,1071,3,0,0,1,0,-71,2,-2,-34,4
0,1,2238,591,4985,-2,-2,0,0,0,-54,3,0,49,19
1,1,790,-756,-612,7,0,0,-1,0,35,-4,4,-63,-23
1,0,-4640,-4005,-7303,-6,1,0,-1,0,-13,0,6,-58,-29
0,1,3100,1102,-122,2,1,0,1,0,11,-3,-3,35,-4
1,1,3349,1184,975,6,-2,0,0,0,62,4,4,-11,24
0,0,-11066,-6057,-2908,-14,-2,0,-5,0,-4,1,10,-59,-16
1,1,12550,8380,26537,13,1,0,1,0,-62,1,-6,156,35
0,0,-2051,-820,-8935,-7,-1,0,0,0,-53,1,-2,17,-17
1,1,5114,3192,3996,8,1,0,-1,0,3,3,-3,-17,62
1,1,6622,4590,10836,10,0,0,2,0,-41,1,-3,52,12
1,1,3984,1142,6436,2,0,0,0,0,-10,-5,-7,78,-20
1,0,-5722,-5104,-13358,-11,-2,-1,-1,0,-1,1,3,-16,-14
1,1,6918,6752,15005,15,0,0,0,0,22,-1,-2,42,17
0,1,2172,369,4597,3,0,0,-1,0,58,2,0,-9,-38
0,1,-1908,339,5548,-6,-1,0,0,0,3,0,2,80,-31
0,1,203,-217,6063,-3,0,0,0,0,-2,-3,1,45,0
0,0,-2988,-4152,3109,-7,-2,0,0,0,0,-3,-1,-32,-31
1,0,3119,1081,5619,3,-1,0,0,0,8,0,8,58,-19
1,0,529,-1992,-2169,-2,-2,0,2,0,3,0,-8,20,-41
1,0,-262,-2581,1770,-2,0,0,-2,0,-19,-4,0,-1,2
0,1,-2332,-1257,-8611,-1,-2,0,0,0,6,5,5,-45,-4
1,1,3630,4133,11018,5,2,0,0,0,59,-1,-1,10,41
1,1,3790,1884,3193,4,2,-1,2,0,-78,1,-3,-37,8
0,1,-8487,-4827,-11246,-14,1,0,-2,0,-14,-1,6,-109,14
0,0,-540,-2218,-640,-3,-2,0,0,0,1,0,7,-16,-8
0,0,181,-2481,-2107,-2,-2,0,1,0,-14,1,1,-5,-28
0,0,-9110,-6548,-15363,-15,-2,0,-3,0,-3,-2,9,-57,-39
1,0,2114,1797,8070,3,0,1,-2,0,1,1,0,58,-3
0,0,-9762,-6070,-16107,-19,-2,0,-4,0,2,-3,9,-60,-8
1,1,2758,4357,861,3,2,0,0,0,1,2,-4,32,27
0,0,-4918,-2092,-8783,-6,1,0,-1,0,-34,-1,8,-50,-4
1,0,-2741,-3689,-6334,-5,1,0,0,0,-29,-1,-1,-18,3
1,1,12112,7350,20874,16,1,0,5,0,16,7,-9,98,43
0,0,-10615,-5551,-20855,-22,-2,0,-3,0,-5,-3,5,-45,-11
0,0,-2260,-2046,-3905,-1,-1,-1,-1,0,311,-4,2,-32,-13
1,1,3758,985,3934,9,2,0,0,0,-15,-3,-2,14,-9
0,0,-5302,-4067,-13114,-9,-2,1,-3,0,4,0,7,-62,-30
1,1,8470,5130,2113,7,-1,0,1,0,-2,-1,-11,55,12
1,1,8172,4863,4177,7,0,1,1,0,9,-1,-3,88,29
0,0,-1428,1326,1692,1,0,0,-1,0,4,2,5,-28,28
0,1,-4811,-2530,-11324,-10,0,0,-2,0,-5,-3,3,-47,10
0,1,-7537,-3849,-5793,-8,2,0,-3,0,-4,-4,8,-88,-16
0,1,1656,265,2849,4,2,0,0,0,1,3,-6,-16,34
1,1,1431,-162,5682,4,2,0,0,0,-3,2,2,16,16
1,1,154,983,7014,1,-2,0,-1,0,1,4,0,-25,35
1,0,-1919,-1176,-2503,-1,-2,0,-1,0,-41,6,3,7,-32
0,1,3125,3210,9503,7,2,0,1,0,1,1,-1,24,0
1,1,6124,4420,9709,11,1,0,1,0,10,0,-2,48,32
0,0,-3405,339,-3955,-9,0,0,-2,0,-3,-1,4,47,4
1,0,-681,-666,-8466,-5,-1,0,0,0,1,0,3,40,-10
1,0,830,-756,4242,-2,-1,0,-1,0,29,0,4,14,-4
0,1,1140,689,7110,2,1,0,0,0,-33,-1,3,26,13
1,1,-2014,-1283,-6102,-1,-2,0,0,0,4,-1,5,3,-4
1,0,-3242,-3031,-1149,2,1,0,-2,0,0,1,5,-130,-17
1,1,7068,3529,2837,9,1,0,-2,0,21,5,-4,54,1
1,0,-1893,-2406,-6693,-3,-2,0,0,0,21,3,3,-21,-10
1,1,2536,1112,968,3,-1,0,1,0,-10,4,-6,-26,20
1,0,-2390,-4325,-4390,-10,-1,0,0,0,5,-1,0,28,-24
1,1,3292,1990,6081,10,2,1,0,0,2,3,-3,-50,28
1,0,2723,1052,-561,3,-2,0,0,0,-5,3,0,30,-12
0,0,-1435,-440,-5891,-3,-2,0,-1,0,3,-5,3,-46,27
1,1,1760,2845,-1121,5,0,0,0,0,-1,3,2,-19,38
0,0,793,696,-5880,-3,2,0,2,0,2,-2,-2,-11,5
0,1,4486,2176,5187,6,1,0,1,0,8,2,-3,57,-24
1,1,6989,3506,8760,11,1,0,0,0,18,4,-1,31,14
0,1,2619,505,1325,4,-1,1,-1,0,10,3,1,28,7
1,0,-3846,-4577,-6951,-1,0,0,-2,0,9,5,4,-65,-43
0,0,-3309,556,-1016,-4,0,0,-2,0,0,4,5,-42,0
1,0,1015,-3107,10827,2,1,0,1,0,2,0,-5,11,-20
0,1,4532,3124,1988,6,2,0,-1,0,-4,1,-5,58,44
1,1,397,-355,-746,0,1,0,0,0,-105,-3,-3,22,-3
1,1,7778,2660,1183,8,2,0,0,0,-8,-1,-2,13,14
0,1,661,-1210,-4777,-3,2,0,1,0,3,5,3,14,16
0,0,-2360,296,-5718,-5,-2,0,-1,0,-16,-6,5,32,-24
1,0,-978,-1385,3821,-2,1,0,0,0,6,0,-1,4,-28
0,0,-6357,-4764,-11879,-8,-2,0,-4,0,-4,0,8,-98,-29
1,1,8524,5575,10822,8,0,0,1,0,14,-1,-2,95,16
0,1,766,2779,5894,4,0,1,0,0,269,2,3,-37,21
1,1,4888,3902,16274,12,2,1,2,0,3,2,0,33,36
1,0,5816,2061,12316,11,1,0,0,0,-33,1,-4,13,18
0,1,-462,-792,-9585,-5,-1,0,1,0,-15,-1,-3,-11,3
0,0,-12499,-9918,-12134,-20,-1,0,-4,0,-49,-1,8,-109,-35
1,0,2038,576,-155,-3,0,0,2,0,-2,-4,0,30,7
0,1,943,-175,-1750,1,0,0,1,0,6,4,6,-39,15
0,1,5852,6001,-3104,5,-2,0,-2,0,-5,1,0,78,-9
0,1,-3884,-2453,-1281,-5,1,0,-1,0,-6,3,5,-28,-28
0,0,-3388,-2582,-7094,-5,2,-1,-2,0,-10,-2,5,-50,-58
0,1,8861,6731,9301,14,2,1,-1,0,-8,-2,2,77,44
0,0,760,1557,-5674,-1,-2,1,1,0,-30,4,1,-38,16
0,0,3556,3509,1858,5,0,0,-1,0,-135,1,-2,20,1
0,0,-4100,-4405,-9394,-8,1,-1,0,0,1,1,4,-83,-10
0,1,-2903,-699,-263,-7,-1,0,-1,0,-2,2,1,-18,19
0,1,506,1467,-2783,1,1,1,0,0,-3,-5,3,4,25
0,0,-7070,-5956,-1897,-11,-1,0,-2,0,12,0,8,-62,4
0,1,1993,1509,3647,3,1,0,0,0,-1,4,-1,24,-16
0,1,-3445,-2000,2136,-1,1,0,-1,0,-259,0,1,-62,-32
1,0,-1128,-1425,-2431,-7,-1,0,-2,0,0,-3,-1,16,-10
0,1,3714,3385,7983,10,2,0,0,0,23,3,2,-1,29
0,0,-2654,-2767,-10763,-1,-2,1,-1,0,0,-1,5,-103,9
0,1,3222,2150,10301,2,2,0,0,0,7,-1,2,-14,64
0,1,1816,3667,9180,6,2,1,-1,0,1,4,5,-3,-19
1,0,-1622,-696,-5609,-1,-1,0,-1,0,1,6,1,-28,2
1,1,2078,-44,1746,-6,0,1,3,0,-9,-2,-5,83,17
1,0,-7910,-3825,-5946,-14,-1,0,-5,0,-8,2,8,-62,-27
1,0,1071,-911,-2482,1,-1,0,1,0,-5,-2,-1,-38,23
0,0,2389,1230,-831,7,-1,-1,0,0,5,-3,5,25,-20
0,0,-3591,-1737,97,-4,-1,0,-2,0,10,-1,-2,-26,-8
