blueTeamFirstBlood,blueWin,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
1,0,5876,7,0,0,1,0,16,2,1,11,19
1,1,8117,9,-1,0,0,0,7,2,0,29,45
1,0,-15242,-10,0,0,-3,0,5,-1,6,-6,-11
0,0,2093,-9,-1,0,-2,0,28,1,6,-50,-26
0,0,-8209,-5,1,0,-2,0,12,3,0,-78,-47
0,0,-3292,-8,0,0,-2,0,-60,1,4,-39,16
1,0,-4446,-8,-2,0,-1,0,-11,-1,4,6,-2
1,0,-9111,0,0,0,1,0,2,3,-1,14,29
0,0,-2827,-4,-1,-1,0,0,-42,-1,2,9,-24
0,1,-4063,-2,-2,0,-1,0,6,0,0,8,18
1,1,11203,10,0,1,0,0,0,1,-2,-56,20
1,1,-718,3,2,0,0,0,-5,-5,-2,0,32
0,0,-857,-2,-2,1,-1,0,0,2,2,-33,-13
1,1,1800,-2,1,-1,-1,0,-1,0,4,9,-1
0,0,-3516,-5,-2,0,1,0,5,6,-4,13,-28
1,1,3157,4,2,0,0,0,-15,-5,-1,49,14
0,1,6009,2,-1,1,-1,0,-5,-1,1,24,5
0,0,369,-7,0,0,0,0,-62,5,2,-28,-21
1,0,-8373,-8,-2,0,-3,0,0,-2,6,-43,-8
0,1,2698,6,-1,0,-1,0,-73,-3,-7,45,-12
1,0,-1469,6,0,0,0,0,-4,2,-4,-40,20
1,0,-12623,-5,-2,0,0,0,-10,-6,5,-71,12
1,0,1882,5,0,0,0,0,-11,2,3,45,-44
1,0,-10656,-4,1,0,-1,0,14,4,5,-5,-13
1,1,14627,4,0,0,2,0,-6,-3,1,54,-15
1,0,-3673,-6,-1,-1,-2,0,10,2,2,-71,-12
1,1,10489,0,0,0,1,0,3,1,1,-49,9
1,1,10262,7,2,0,-1,0,1,1,0,85,7
0,0,-7900,2,0,1,-1,0,-6,-4,5,-92,20
1,0,5235,3,-2,0,1,0,37,-4,-2,28,12
1,1,98,-5,-2,0,2,0,51,-5,-6,55,10
1,1,20314,17,2,0,3,0,-9,2,-12,133,16
1,1,4135,3,1,0,0,0,19,-2,-3,105,16
0,0,-3812,1,-2,0,0,0,-4,5,-7,-17,-29
0,0,654,-3,0,0,-1,0,5,-2,2,-26,-16
0,1,-11329,-10,-2,-1,0,0,-1,-2,3,-3,-1
0,1,17054,15,1,0,0,0,-4,1,-1,28,0
1,1,-7094,-6,-2,-1,-4,0,3,-1,7,-51,-3
0,0,-6072,-12,-2,-1,-3,0,-3,0,6,1,0
0,0,-3446,0,-2,0,-1,0,-5,-4,0,-14,-16
1,0,-4226,-8,1,0,0,0,9,2,0,15,20
1,1,13371,14,2,1,4,0,-21,-3,-12,87,43
1,1,-3322,-3,-2,0,1,0,3,0,-1,40,-33
1,0,10538,12,1,0,2,0,1,1,-7,31,-2
1,0,-10077,-2,-1,0,-1,0,3,-4,-2,-21,16
0,0,1493,4,-1,0,1,0,3,4,0,21,-16
0,0,-16733,-19,-2,0,-1,0,5,-4,7,-21,-9
0,0,-7062,-4,0,0,-1,0,9,5,2,-13,16
1,1,2255,11,2,0,-1,0,3,4,-5,40,-7
1,1,4961,3,2,0,0,0,0,5,2,-12,18
0,1,5263,10,0,0,1,0,2,-1,-4,75,-3
0,1,-1811,2,-2,0,0,0,-4,-1,-3,-8,-12
1,1,-3673,-4,-2,0,0,0,-6,-8,2,-19,16
1,0,795,-2,-2,-1,0,0,-4,-3,2,4,11
0,1,-17503,-8,-1,0,-2,0,3,-2,6,-37,-24
1,1,11009,17,0,0,1,0,54,3,-5,82,-8
0,1,-2108,3,-2,1,-1,0,59,2,1,-29,-6
1,1,2770,8,2,0,1,0,-10,-6,2,40,-11
1,1,2778,-1,-2,0,0,0,1,3,-4,-12,-14
0,1,-6751,-8,-2,0,-3,0,14,4,6,-40,0
0,1,2737,1,2,0,-1,0,-2,-3,7,11,4
0,1,3043,8,0,1,1,0,7,7,-5,56,41
1,1,-5907,-4,1,1,-1,0,3,-4,-1,11,16
1,1,19411,8,0,0,-1,0,4,3,-6,61,0
0,0,-7688,-6,1,0,-3,0,-25,-1,1,8,5
0,0,-4211,-11,-2,0,-2,0,-7,-2,4,0,-36
0,0,-10051,-9,0,0,-1,0,-5,-3,3,-65,7
1,0,8008,9,-2,0,-1,0,-6,-4,4,8,16
1,1,3630,10,0,1,1,0,5,0,1,-18,-14
1,0,-917,-3,-1,0,0,0,-6,1,5,8,-27
1,1,8086,6,1,0,1,0,-77,0,-1,50,-38
0,1,9629,12,2,0,1,0,-171,2,3,-33,1
0,1,12215,3,2,0,-1,0,12,-4,4,6,12
0,0,-17041,-17,0,0,-2,0,-209,3,5,-11,-40
1,0,14260,3,-1,0,1,0,0,4,-5,-10,9
1,0,880,3,-1,1,0,0,-30,4,-2,18,8
1,1,4636,3,2,0,1,0,-2,0,-4,31,-19
1,0,6744,4,-2,0,1,0,12,4,3,-5,7
1,1,-1203,9,1,0,1,0,38,1,-3,-42,-32
1,1,147,8,2,1,0,0,-16,-1,1,-5,-19
0,1,7660,-4,0,0,0,0,-9,-3,-2,55,-22
1,1,5379,5,2,0,1,0,-9,-3,-10,27,-7
1,0,2354,-6,0,0,0,0,-4,-4,-6,-2,-6
1,1,9787,8,2,0,-1,0,-12,0,2,46,21
1,1,3412,9,1,0,1,0,8,2,1,-2,-17
1,1,9991,13,1,0,0,0,35,4,2,5,23
1,0,5061,7,0,0,1,0,7,3,-5,17,-2
1,0,5097,-3,0,1,0,0,-1,-3,0,-12,19
1,1,13344,5,-1,0,1,0,-4,0,2,33,49
0,1,10450,1,-1,1,1,0,2,2,-4,85,0
1,1,10343,15,0,0,1,0,8,5,6,63,19
0,0,-11540,-14,-1,0,-3,0,-17,-1,5,-91,-21
1,1,5584,1,-2,1,0,0,9,2,0,4,-16
1,1,10624,7,-2,0,1,0,21,0,1,80,-13
1,0,-1445,8,-2,0,0,0,3,1,2,-19,-30
0,1,-6675,-6,-2,0,-1,0,5,5,2,-54,-27
1,0,-6217,1,-2,0,1,0,4,3,-2,32,17
1,0,3374,4,-2,0,-1,0,-1,0,4,-2,-8
0,0,1481,-5,-1,1,0,0,-3,-1,3,0,-5
0,1,-5844,-12,-2,0,-1,0,-11,2,6,-38,-10
0,0,-22343,-14,-2,0,-3,0,-9,-4,6,-93,19
1,0,-1384,0,-1,0,-1,0,-3,0,3,26,-19
0,1,7080,8,1,1,1,0,-10,-4,-4,17,22
0,1,-3142,-2,1,0,1,0,2,0,-6,0,14
1,0,5878,8,0,0,-1,0,2,4,-2,-37,20
0,1,-5928,-2,1,0,-2,0,4,0,6,-26,17
0,1,-4086,1,1,0,2,0,0,5,-9,-10,27
0,1,1043,4,0,0,0,0,-6,0,-1,-30,4
0,1,12419,9,2,0,4,0,-70,-1,-10,63,60
0,0,-12558,-15,-1,0,-2,0,-4,0,0,-25,-11
0,0,-15015,-8,-2,0,-1,0,-1,-1,-2,-36,13
0,0,-8503,-6,0,-1,0,0,5,-2,-4,-53,-23
0,0,-4722,-7,2,0,0,0,10,3,4,-15,17
1,1,-4504,2,-1,0,2,0,-15,0,-4,-21,23
0,1,-2826,4,2,0,-1,0,9,0,1,-46,9
0,1,8261,1,0,0,1,0,13,2,-8,7,16
1,1,9841,5,-2,0,0,0,-10,-1,3,30,-30
0,1,2094,-4,2,0,0,0,-66,3,1,-33,2
0,1,8729,2,2,0,-1,0,-8,-3,-2,4,24
0,0,1586,-3,-1,0,-5,0,-185,-6,0,-21,13
0,0,-228,1,1,0,-2,0,18,-1,8,-69,-36
1,1,3421,4,0,0,2,0,5,-1,-3,36,-19
0,0,-2844,-2,-2,0,0,0,5,-1,2,-1,-12
1,1,13887,12,2,1,0,0,-6,-1,3,17,31
1,1,10364,15,2,0,0,0,-21,0,-10,70,8
1,0,373,2,2,0,0,0,283,-2,4,1,24
1,0,-6456,-7,-1,0,0,0,-31,-6,2,1,-4
0,1,5099,8,2,0,1,0,168,0,-5,42,0
0,0,283,1,1,1,1,0,-11,-3,-4,10,16
0,0,7356,1,1,0,-1,0,-17,-2,2,-13,11
0,0,-11691,-8,-2,1,-1,0,0,0,2,-5,-18
1,0,8537,12,1,0,-1,0,-9,5,2,-14,15
0,1,3306,6,1,0,1,0,104,0,1,31,21
1,1,6852,11,0,1,0,0,108,3,-4,48,-16
0,0,2096,-3,-1,0,0,0,5,-2,-1,-25,-16
0,0,22,-5,-1,-1,-1,0,2,-1,3,6,-17
0,0,942,-9,1,0,-3,0,10,4,8,-43,-9
1,1,7880,5,2,0,2,0,10,5,0,47,36
0,1,17516,12,-1,0,-1,0,-13,-4,1,79,-13
0,0,1143,4,-2,0,-1,0,-10,-3,0,21,20
0,1,-648,-5,0,0,0,0,0,2,-3,44,7
0,1,5811,8,1,0,-2,0,0,0,4,-48,-10
1,1,3012,1,-1,0,0,0,64,-5,2,42,-8
1,1,-1866,-1,2,0,0,0,2,1,-4,-7,9
1,1,7688,3,2,0,2,0,-1,3,-10,94,-13
1,1,5978,11,-2,1,-2,0,19,9,1,-4,-29
0,0,-12435,-10,-2,0,-1,0,-4,-7,-2,49,-26
0,0,-6783,-10,0,0,0,0,-67,-1,4,44,-28
1,1,17029,17,1,1,2,0,14,2,-4,25,50
1,1,4500,10,2,1,4,0,1,2,-2,64,13
0,0,-13064,-5,-2,0,-1,0,-92,-2,7,10,-33
1,0,-3016,-7,1,0,0,0,166,-2,8,-26,-32
0,0,1488,-4,-1,0,-1,0,31,0,5,-6,6
1,0,-1384,1,-2,0,-3,0,7,4,5,-43,-27
1,0,2323,-2,-2,-1,-1,0,0,1,8,-52,-17
1,0,3999,-1,-2,0,-1,0,-25,0,1,10,-5
0,1,396,-4,-2,0,-1,0,-23,3,1,50,25
1,1,21210,25,2,0,4,0,-2,1,-15,94,3
1,1,-5373,6,2,1,0,0,5,4,-7,-2,20
1,1,8410,2,0,0,1,0,-3,-2,4,0,-8
1,1,15126,11,1,0,-1,0,8,3,-4,66,36
1,0,-371,6,-2,0,0,0,28,0,4,48,0
1,1,11127,10,2,1,-3,0,-1,2,-5,-20,-8
1,1,-11682,-2,0,0,-1,0,-16,-5,6,-46,1
1,1,7226,6,1,0,-1,0,61,3,0,35,1
1,0,-8645,-12,-2,0,-2,0,-4,1,7,-85,-33
0,0,-9275,-10,0,0,0,0,-34,-4,8,0,4
0,0,-3004,-5,-1,0,-1,0,6,-3,4,-41,0
1,0,-7026,-1,-2,0,-2,0,-21,2,1,-85,-15
0,0,1391,-9,0,-1,-1,0,-7,1,2,1,-28
0,0,-5129,-6,2,0,-1,0,13,-1,2,-9,-2
0,0,-3609,-7,-2,0,0,0,-102,-1,5,-19,-2
1,1,3778,1,1,0,0,0,-67,1,0,27,10
1,1,-2787,-6,1,1,-1,0,3,-11,4,-18,7
1,1,2581,4,0,-1,1,0,-71,-1,0,56,-8
1,1,9783,15,0,0,3,0,0,-3,-3,38,56
1,1,7449,6,2,-1,-1,0,-60,6,2,38,-40
1,0,-15866,-8,0,0,1,0,-9,-2,3,-54,13
0,1,-268,1,-2,0,0,0,-27,0,1,29,-38
0,0,-11669,-15,-2,0,-3,0,-7,-2,10,-58,-15
0,0,-14348,-17,-2,0,-5,0,-18,-7,10,-108,-45
1,0,2706,-1,-2,0,2,0,-3,-3,0,24,-2
1,0,-14323,-14,-2,0,-1,0,-277,-3,5,-76,-28
1,1,1071,3,0,0,1,0,-71,2,-2,-34,4
0,1,4985,-2,-2,0,0,0,-54,3,0,49,19
1,1,-612,7,0,0,-1,0,35,-4,4,-63,-23
1,0,-7303,-6,1,0,-1,0,-13,0,6,-58,-29
0,1,-122,2,1,0,1,0,11,-3,-3,35,-4
1,1,975,6,-2,0,0,0,62,4,4,-11,24
0,0,-2908,-14,-2,0,-5,0,-4,1,10,-59,-16
1,1,26537,13,1,0,1,0,-62,1,-6,156,35
0,0,-8935,-7,-1,0,0,0,-53,1,-2,17,-17
1,1,3996,8,1,0,-1,0,3,3,-3,-17,62
1,1,10836,10,0,0,2,0,-41,1,-3,52,12
1,1,6436,2,0,0,0,0,-10,-5,-7,78,-20
1,0,-13358,-11,-2,-1,-1,0,-1,1,3,-16,-14
1,1,15005,15,0,0,0,0,22,-1,-2,42,17
0,1,4597,3,0,0,-1,0,58,2,0,-9,-38
0,1,5548,-6,-1,0,0,0,3,0,2,80,-31
0,1,6063,-3,0,0,0,0,-2,-3,1,45,0
0,0,3109,-7,-2,0,0,0,0,-3,-1,-32,-31
1,0,5619,3,-1,0,0,0,8,0,8,58,-19
1,0,-2169,-2,-2,0,2,0,3,0,-8,20,-41
1,0,1770,-2,0,0,-2,0,-19,-4,0,-1,2
0,1,-8611,-1,-2,0,0,0,6,5,5,-45,-4
1,1,11018,5,2,0,0,0,59,-1,-1,10,41
1,1,3193,4,2,-1,2,0,-78,1,-3,-37,8
0,1,-11246,-14,1,0,-2,0,-14,-1,6,-109,14
0,0,-640,-3,-2,0,0,0,1,0,7,-16,-8
0,0,-2107,-2,-2,0,1,0,-14,1,1,-5,-28
0,0,-15363,-15,-2,0,-3,0,-3,-2,9,-57,-39
1,0,8070,3,0,1,-2,0,1,1,0,58,-3
0,0,-16107,-19,-2,0,-4,0,2,-3,9,-60,-8
1,1,861,3,2,0,0,0,1,2,-4,32,27
0,0,-8783,-6,1,0,-1,0,-34,-1,8,-50,-4
1,0,-6334,-5,1,0,0,0,-29,-1,-1,-18,3
1,1,20874,16,1,0,5,0,16,7,-9,98,43
0,0,-20855,-22,-2,0,-3,0,-5,-3,5,-45,-11
0,0,-3905,-1,-1,-1,-1,0,311,-4,2,-32,-13
1,1,3934,9,2,0,0,0,-15,-3,-2,14,-9
0,0,-13114,-9,-2,1,-3,0,4,0,7,-62,-30
1,1,2113,7,-1,0,1,0,-2,-1,-11,55,12
1,1,4177,7,0,1,1,0,9,-1,-3,88,29
0,0,1692,1,0,0,-1,0,4,2,5,-28,28
0,1,-11324,-10,0,0,-2,0,-5,-3,3,-47,10
0,1,-5793,-8,2,0,-3,0,-4,-4,8,-88,-16
0,1,2849,4,2,0,0,0,1,3,-6,-16,34
1,1,5682,4,2,0,0,0,-3,2,2,16,16
1,1,7014,1,-2,0,-1,0,1,4,0,-25,35
1,0,-2503,-1,-2,0,-1,0,-41,6,3,7,-32
0,1,9503,7,2,0,1,0,1,1,-1,24,0
1,1,9709,11,1,0,1,0,10,0,-2,48,32
0,0,-3955,-9,0,0,-2,0,-3,-1,4,47,4
1,0,-8466,-5,-1,0,0,0,1,0,3,40,-10
1,0,4242,-2,-1,0,-1,0,29,0,4,14,-4
0,1,7110,2,1,0,0,0,-33,-1,3,26,13
1,1,-6102,-1,-2,0,0,0,4,-1,5,3,-4
1,0,-1149,2,1,0,-2,0,0,1,5,-130,-17
1,1,2837,9,1,0,-2,0,21,5,-4,54,1
1,0,-6693,-3,-2,0,0,0,21,3,3,-21,-10
1,1,968,3,-1,0,1,0,-10,4,-6,-26,20
1,0,-4390,-10,-1,0,0,0,5,-1,0,28,-24
1,1,6081,10,2,1,0,0,2,3,-3,-50,28
1,0,-561,3,-2,0,0,0,-5,3,0,30,-12
0,0,-5891,-3,-2,0,-1,0,3,-5,3,-46,27
1,1,-1121,5,0,0,0,0,-1,3,2,-19,38
0,0,-5880,-3,2,0,2,0,2,-2,-2,-11,5
0,1,5187,6,1,0,1,0,8,2,-3,57,-24
1,1,8760,11,1,0,0,0,18,4,-1,31,14
0,1,1325,4,-1,1,-1,0,10,3,1,28,7
1,0,-6951,-1,0,0,-2,0,9,5,4,-65,-43
0,0,-1016,-4,0,0,-2,0,0,4,5,-42,0
1,0,10827,2,1,0,1,0,2,0,-5,11,-20
0,1,1988,6,2,0,-1,0,-4,1,-5,58,44
1,1,-746,0,1,0,0,0,-105,-3,-3,22,-3
1,1,1183,8,2,0,0,0,-8,-1,-2,13,14
0,1,-4777,-3,2,0,1,0,3,5,3,14,16
0,0,-5718,-5,-2,0,-1,0,-16,-6,5,32,-24
1,0,3821,-2,1,0,0,0,6,0,-1,4,-28
0,0,-11879,-8,-2,0,-4,0,-4,0,8,-98,-29
1,1,10822,8,0,0,1,0,14,-1,-2,95,16
0,1,5894,4,0,1,0,0,269,2,3,-37,21
1,1,16274,12,2,1,2,0,3,2,0,33,36
1,0,12316,11,1,0,0,0,-33,1,-4,13,18
0,1,-9585,-5,-1,0,1,0,-15,-1,-3,-11,3
0,0,-12134,-20,-1,0,-4,0,-49,-1,8,-109,-35
1,0,-155,-3,0,0,2,0,-2,-4,0,30,7
0,1,-1750,1,0,0,1,0,6,4,6,-39,15
0,1,-3104,5,-2,0,-2,0,-5,1,0,78,-9
0,1,-1281,-5,1,0,-1,0,-6,3,5,-28,-28
0,0,-7094,-5,2,-1,-2,0,-10,-2,5,-50,-58
0,1,9301,14,2,1,-1,0,-8,-2,2,77,44
0,0,-5674,-1,-2,1,1,0,-30,4,1,-38,16
0,0,1858,5,0,0,-1,0,-135,1,-2,20,1
0,0,-9394,-8,1,-1,0,0,1,1,4,-83,-10
0,1,-263,-7,-1,0,-1,0,-2,2,1,-18,19
0,1,-2783,1,1,1,0,0,-3,-5,3,4,25
0,0,-1897,-11,-1,0,-2,0,12,0,8,-62,4
0,1,3647,3,1,0,0,0,-1,4,-1,24,-16
0,1,2136,-1,1,0,-1,0,-259,0,1,-62,-32
1,0,-2431,-7,-1,0,-2,0,0,-3,-1,16,-10
0,1,7983,10,2,0,0,0,23,3,2,-1,29
0,0,-10763,-1,-2,1,-1,0,0,-1,5,-103,9
0,1,10301,2,2,0,0,0,7,-1,2,-14,64
0,1,9180,6,2,1,-1,0,1,4,5,-3,-19
1,0,-5609,-1,-1,0,-1,0,1,6,1,-28,2
1,1,1746,-6,0,1,3,0,-9,-2,-5,83,17
1,0,-5946,-14,-1,0,-5,0,-8,2,8,-62,-27
1,0,-2482,1,-1,0,1,0,-5,-2,-1,-38,23
0,0,-831,7,-1,-1,0,0,5,-3,5,25,-20
0,0,97,-4,-1,0,-2,0,10,-1,-2,-26,-8
1,0,1854,0,0,0,-2,0,6,5,4,-60,7
1,0,-4247,-6,-2,0,-1,0,-38,0,5,-68,-10
1,0,4592,2,-2,0,0,0,4,-1,-2,11,-33
1,1,3850,3,1,1,0,0,3,1,-8,38,39
0,1,-595,-4,0,0,-1,0,24,1,1,1,-31
1,0,-1292,-3,-1,0,-1,0,3,-3,-4,6,9
1,1,1366,2,-1,0,0,0,4,1,5,7,16
0,1,-506,7,-1,0,0,0,267,-3,-1,92,33
1,1,19370,22,1,0,4,0,2,0,-5,65,-1
1,1,8836,8,0,0,-1,0,-9,0,-11,17,38
1,1,-3429,5,-1,0,-3,0,26,-2,-7,28,-26
0,0,-10830,1,0,0,-1,0,-5,2,4,-45,8
1,1,11650,3,2,1,2,0,-9,-1,-3,91,30
0,0,11463,5,0,0,3,0,-18,1,-8,29,12
1,0,-1511,-8,-2,0,-1,0,10,-4,-2,10,-22
1,1,-11293,-6,0,0,0,0,-10,-2,0,-46,-2
1,0,-3875,-9,1,0,-1,0,-134,1,5,-21,0
1,1,5385,3,0,0,0,0,17,2,1,34,35
0,1,10276,10,1,0,0,0,112,1,-1,9,15
1,0,4962,2,0,1,0,0,17,-5,3,-31,15
0,0,-1701,-4,2,1,2,0,12,4,-7,50,28
1,0,1283,1,1,0,-2,0,1,3,-6,40,31
1,0,-3161,0,0,0,1,0,5,7,3,-44,16
0,1,2955,2,1,1,-1,0,-4,0,2,17,21
1,0,-6938,-2,0,0,0,0,3,1,0,34,-2
0,0,-5792,-2,-2,0,-2,0,6,1,6,-65,31
0,0,-7585,0,-2,-1,-2,0,13,-1,4,6,-1
1,1,-3806,-4,-1,0,1,0,-1,0,0,-18,17
0,0,-6030,-12,0,0,-2,0,0,-4,2,10,-3
0,0,4142,7,-1,0,-1,0,-2,-1,-8,12,24
0,1,11481,10,-1,0,0,0,9,5,2,-30,-5
1,0,-9922,-8,-1,-1,1,0,-3,2,-3,10,-8
1,0,-10026,-10,0,-1,-2,0,39,-2,6,-60,-25
0,0,-5910,-5,-1,0,0,0,16,-1,0,14,-18
1,1,1975,1,-1,0,0,0,-6,-4,5,14,-16
1,0,-5758,-4,-2,0,0,0,-5,-7,2,-13,21
1,1,2398,-4,0,0,1,0,-71,1,-2,24,-21
1,1,6000,12,0,0,1,0,16,4,-6,45,13
0,0,6851,1,-2,1,1,0,-3,0,-6,36,1
0,1,2961,-2,-2,-1,-1,0,-8,-2,0,-40,-25
1,0,-4737,0,-2,0,-1,0,-85,3,5,7,-1
0,0,-17126,-15,-1,0,-3,0,-77,-3,4,-81,20
0,0,-1413,0,-1,0,0,0,-3,-2,6,2,-15
1,1,3611,10,2,1,0,0,-11,-3,4,-44,26
0,1,7000,4,1,0,1,0,-5,-3,5,-11,7
0,0,-8102,-10,-2,0,0,0,0,1,-4,-4,7
0,1,-5705,5,0,0,0,0,-481,-5,2,9,8
1,0,-1233,-2,-1,0,2,0,0,3,0,7,-8
0,1,7314,14,0,0,0,0,19,-1,1,39,-28
1,0,-3362,1,0,0,-2,0,-7,0,-2,-2,-32
1,1,-1658,10,2,0,-2,0,21,5,8,-22,-4
0,1,5517,-1,0,1,-1,0,-7,1,5,25,9
1,1,7733,2,2,0,-2,0,-10,2,-4,51,5
0,0,5670,5,2,0,-2,0,-2,2,1,-2,-9
1,0,-6151,2,0,0,-1,0,22,2,2,-12,-14
1,1,7469,11,2,1,1,0,9,2,-3,-9,13
1,1,5416,12,2,0,3,0,12,5,-7,49,-12
0,0,-4399,-3,-2,0,1,0,-5,1,-1,18,-28
0,0,5642,2,-2,0,2,0,96,2,-5,7,30
1,0,-1391,-4,2,0,1,0,-11,0,-10,-3,22
0,0,-9981,-15,-2,-1,-1,0,8,5,4,1,-41
0,0,-3626,-3,0,0,-2,0,-4,-2,0,-19,-12
0,0,8639,8,2,0,0,0,3,2,0,14,19
1,1,3700,-1,0,1,1,0,-3,-5,-3,69,1
0,1,3852,4,0,0,2,0,3,0,-8,48,41
1,1,5915,4,1,0,0,0,5,-1,-8,74,30
0,0,10839,0,1,0,2,0,20,2,-7,75,-13
1,1,4737,8,-2,1,-1,0,7,4,3,39,-44
0,0,2004,-4,2,0,0,0,-6,-1,-2,30,10
1,0,62,3,2,0,-1,0,-14,-2,-2,8,20
1,1,13149,15,0,1,3,0,1,-3,-5,50,25
0,0,-9347,-3,-2,0,-2,0,2,-5,10,-50,-8
1,1,-3601,-5,0,0,-2,0,0,-4,4,-11,8
0,0,-11698,-3,-2,0,0,0,-8,-1,4,-5,-8
1,1,15670,16,2,0,3,0,-1,0,0,57,-4
0,1,12819,15,0,0,3,0,3,1,-8,126,-3
1,1,5958,6,-1,0,-1,0,3,6,3,-5,-21
1,1,-1886,-1,-2,0,-1,0,7,6,1,-39,-28
1,1,1942,-6,-2,0,-1,0,0,0,-3,-40,22
1,0,-6816,-8,-1,0,-1,0,5,-9,1,-76,20
0,0,8938,3,0,0,1,0,2,-1,0,42,20
1,0,-7141,-10,-2,0,-1,0,-2,-4,1,8,17
1,1,13281,12,1,0,-1,0,-26,3,-2,1,0
0,0,-18190,-4,-1,0,-2,0,121,-1,1,-50,-34
0,1,8922,11,0,0,-2,0,6,2,-4,73,-4
1,0,447,1,-1,0,0,0,8,-1,-1,-43,27
1,0,5896,5,-2,0,1,0,7,8,1,21,-36
1,1,-9165,-9,-2,0,-3,0,5,-1,10,-59,-4
0,0,3411,-2,2,0,1,0,-2,3,5,27,10
0,0,7228,3,1,-1,-2,0,118,3,4,-33,14
1,1,16926,11,1,0,0,0,-43,-5,-1,36,15
0,1,-6786,-1,-2,0,-1,0,-24,-3,5,-21,-17
1,1,8084,5,2,0,1,0,-27,-4,-4,9,16
0,0,-10368,-15,-2,0,-2,0,-1,-2,5,-33,-22
0,1,4340,3,0,0,0,0,15,2,-2,11,0
1,1,5952,-7,-2,-1,2,0,-4,-1,-1,28,-5
1,1,10598,13,1,1,5,0,-4,-2,-10,72,5
0,1,2035,0,0,0,-1,0,59,4,2,-9,15
0,1,5312,5,-2,1,1,0,-6,0,0,19,32
1,0,-7601,-4,1,-1,2,0,-11,-2,1,-9,21
0,1,3965,-1,0,-1,1,0,-5,1,4,23,8
0,1,-2238,5,1,0,-4,0,74,1,1,-60,-29
1,1,18340,13,2,1,6,0,-8,4,-15,47,32
0,1,7565,8,1,0,0,0,-11,-2,0,11,0
0,1,-3367,-1,0,0,0,0,0,3,3,-14,5
1,0,-8969,-4,1,0,-1,0,2,4,5,-64,-28
0,1,4235,1,1,0,1,0,13,0,1,55,9
0,1,5965,4,-2,1,1,0,-9,-2,5,30,28
0,0,-8324,-9,-2,1,-1,0,-28,-3,4,-53,5
0,1,237,5,1,0,0,0,8,3,-1,-20,-25
1,0,8945,-9,-2,0,-1,0,2,-1,5,-64,44
1,1,3605,-3,1,0,0,0,-13,-2,-3,31,15
0,1,-1100,0,-2,0,-1,0,-219,-3,5,-22,0
1,1,9358,12,2,1,2,0,0,-2,-6,-4,-20
1,0,-7980,-7,2,0,-1,0,-5,-4,2,-35,-40
1,0,1390,2,-2,1,-1,0,-9,2,2,-59,-7
1,1,10876,15,2,1,2,0,-71,1,-5,47,22
1,0,1721,-6,0,0,-1,0,-2,0,-3,-28,13
1,0,-10508,-12,-2,0,0,0,-3,1,5,-10,15
0,0,13966,11,1,1,1,0,11,8,2,6,19
0,1,3340,8,-1,0,2,0,4,2,-3,-4,-29
0,1,-7848,-4,0,0,-2,0,-21,-1,0,-35,-23
0,0,-5512,-6,-2,0,-2,0,3,0,4,-75,-11
0,1,90,-7,1,0,0,0,-18,-4,5,27,0
0,0,-1216,-2,-2,0,0,0,14,3,4,11,-11
0,0,8368,-2,-1,0,1,0,2,-2,1,35,16
1,1,-1022,1,-1,0,1,0,-1,2,-2,-4,10
0,0,-4088,0,1,0,-1,0,6,6,0,12,-22
0,0,-9668,-9,-2,1,-1,0,5,4,6,-85,-20
0,0,-3868,-3,-1,0,0,0,12,2,4,-40,-20
0,0,-17763,-14,-1,-1,-3,0,-7,0,10,-46,-32
1,0,2405,7,1,1,3,0,-31,0,-5,35,11
0,1,7282,5,-1,1,0,0,5,1,-12,-13,12
0,1,-862,-3,2,0,-1,0,-10,0,2,36,-1
0,1,3943,4,-1,0,0,0,4,4,-7,39,-4
1,1,6993,2,-1,0,2,0,-34,0,-6,14,8
0,1,7679,3,0,0,3,0,39,4,0,34,5
1,0,-14312,-12,-2,0,-4,0,-3,0,7,-45,-71
1,0,-6977,-5,-2,-1,-1,0,-5,-6,7,27,-7
1,1,8766,8,1,0,-1,0,-6,-5,-4,53,13
1,1,-507,5,-1,0,-1,0,-66,2,-1,-1,-76
1,1,9375,10,2,0,1,0,19,5,1,-36,3
0,0,-1911,-5,-1,0,0,0,-1,-2,1,-18,-31
1,0,-4073,-6,1,0,-3,0,8,-3,-2,-39,-31
0,0,-17340,-11,-2,0,-1,0,9,-9,3,-36,-31
1,1,6111,2,-1,0,2,0,0,2,-7,6,28
0,1,-3304,5,1,1,-2,0,-66,0,0,-43,47
1,0,1597,3,0,0,-1,0,1,1,4,-3,4
0,0,2470,-2,-1,1,-1,0,3,1,6,-12,-4
1,1,5210,5,1,-1,2,0,6,2,-1,28,8
0,0,-17162,-6,0,0,-2,0,24,-1,3,-77,33
1,0,4612,5,-2,1,0,0,2,1,-1,28,-2
1,1,-1512,0,0,0,1,0,25,2,-8,21,27
1,1,7985,8,2,0,1,0,-3,2,4,50,-19
0,0,-10656,-15,2,-1,-3,0,191,0,4,-65,-38
1,1,4353,2,1,0,1,0,5,6,-2,25,36
1,1,11578,15,1,1,7,1,75,2,-17,97,44
