blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,blueTeamXp,blueTeamTotalDamageToChamps,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamHeraldKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamXp,redTeamTotalDamageToChamps,blueWin
4,166,10,0,0,0,0,6,1,299,91,-1,-2,7,32,16,1,0,0,0,2,409,104,2,0,0
2,27,20,1,0,0,0,4,1,431,106,3,1,4,27,7,0,0,0,0,8,313,62,-2,-1,1
5,200,7,0,0,0,0,8,1,360,108,0,-1,0,28,13,2,0,0,0,9,407,87,1,1,0
4,200,20,2,0,0,0,6,1,355,108,1,2,2,27,9,0,0,0,0,5,331,83,-1,0,1
4,200,15,0,1,0,0,11,0,321,78,0,0,5,35,16,2,0,0,0,3,375,77,-1,1,0
3,38,13,0,0,0,0,8,0,301,77,-2,-1,3,200,16,2,1,0,0,4,354,90,0,0,0
10,200,17,1,1,0,0,5,1,376,104,1,0,4,40,10,0,0,0,0,13,315,72,-2,-1,1
2,200,6,0,1,0,0,4,0,386,108,0,-1,3,26,10,2,0,0,0,5,354,88,0,0,0
8,28,14,0,0,0,0,3,1,372,90,1,0,4,200,9,2,0,0,0,5,386,97,0,-1,1
3,200,20,1,1,0,0,9,1,323,96,0,2,0,33,15,1,0,0,0,12,297,84,-1,2,0
4,28,14,1,0,0,0,3,0,352,83,0,1,2,25,8,0,0,0,0,5,320,68,-2,0,1
2,26,12,1,0,0,0,0,0,342,92,-1,1,3,28,14,1,0,0,0,12,343,96,0,-1,1
2,55,15,1,0,0,0,4,1,392,77,0,1,2,24,12,0,0,0,0,13,291,100,-1,-1,1
2,30,13,1,0,0,0,6,1,334,94,0,0,2,21,9,1,0,0,0,8,365,88,-1,-1,1
3,30,21,2,1,0,0,3,1,379,102,2,1,2,27,8,0,0,0,0,10,301,76,-2,-1,1
5,23,13,1,0,0,0,5,0,335,112,1,1,5,30,15,1,0,0,0,3,355,106,1,1,0
5,26,25,1,0,0,0,9,1,394,105,2,3,1,57,13,1,0,0,0,12,294,63,-2,0,1
5,31,17,0,0,0,0,5,1,338,80,-1,0,3,33,14,2,0,0,0,9,307,80,0,-1,0
5,30,21,1,0,0,0,4,1,383,81,2,1,5,41,7,0,0,0,0,9,319,92,-1,-1,1
8,31,16,1,0,0,0,4,1,349,88,0,-1,3,29,11,1,0,0,0,5,310,86,-2,-1,1
3,26,8,1,1,0,0,10,0,356,86,0,0,2,26,16,1,0,0,0,6,369,82,1,1,0
5,30,16,2,0,0,0,4,0,412,96,1,1,2,57,11,0,0,0,0,9,320,64,-2,-1,1
8,38,14,1,0,0,0,7,0,359,82,0,0,5,32,12,1,0,0,0,5,380,110,0,0,0
5,32,20,2,1,0,0,3,1,387,100,1,1,1,29,8,0,0,0,0,9,354,100,0,0,1
2,32,6,1,0,0,0,12,1,376,108,-1,-2,1,21,10,1,1,0,0,5,412,123,1,0,0
1,26,16,2,1,0,0,6,1,360,93,1,1,6,36,6,0,0,0,0,13,337,112,0,-1,1
3,23,14,0,0,0,0,9,0,310,76,-1,-1,4,36,17,2,0,0,0,3,398,88,0,1,0
2,26,8,0,0,0,0,1,0,375,101,0,0,3,26,14,1,0,0,0,8,366,101,1,1,0
4,35,11,0,0,0,0,2,1,379,71,0,1,3,22,10,1,0,0,0,10,354,96,0,-1,1
3,27,17,1,0,0,0,5,1,340,70,0,1,5,29,8,0,0,0,0,8,320,78,-2,-1,1
1,25,9,0,0,0,0,13,0,394,98,1,0,4,24,18,2,0,0,0,5,363,85,2,0,0
3,28,14,2,1,0,0,5,0,376,106,1,1,1,21,11,0,0,0,0,6,361,90,1,0,1
3,35,12,1,0,0,0,10,0,313,76,0,-1,3,24,15,1,0,0,0,4,364,78,0,0,0
2,27,18,1,0,0,0,8,0,378,79,1,1,2,25,15,1,0,0,0,6,319,104,0,0,1
2,28,9,0,0,0,0,0,0,361,104,1,-1,2,27,7,1,1,0,0,9,385,80,0,-1,1
3,24,8,1,1,0,0,7,1,391,88,0,-1,4,32,7,1,0,0,0,7,383,96,0,0,0
4,27,12,0,0,0,0,7,0,338,78,-1,0,9,37,18,2,0,0,0,4,348,86,0,1,0
3,74,12,1,0,0,0,1,1,352,87,0,2,1,99,9,1,0,0,0,11,337,88,-1,1,1
0,182,3,0,0,0,0,13,0,310,71,-3,-2,6,21,17,1,1,0,0,3,381,96,0,0,0
6,66,14,1,1,0,0,6,1,343,103,0,1,4,101,9,1,0,0,0,6,312,68,-1,-1,1
3,29,17,1,1,0,0,4,0,372,104,1,1,1,27,14,1,0,0,0,8,324,84,-2,0,1
5,49,26,2,0,0,0,5,0,362,94,2,2,1,31,13,0,0,0,0,11,285,78,-2,2,1
1,26,13,0,1,0,0,6,1,372,76,1,0,3,35,18,2,0,0,0,3,339,111,1,2,1
0,23,21,1,0,0,0,9,1,370,72,0,1,1,27,11,1,0,0,0,13,334,84,-2,-1,0
0,28,14,0,1,0,0,1,1,321,96,-1,0,3,173,10,2,0,0,0,10,323,84,-1,-1,1
3,32,18,1,0,0,0,4,1,330,86,0,1,3,33,15,1,1,0,0,8,328,76,-1,1,1
3,26,6,0,0,0,0,7,0,323,76,-2,0,6,27,19,2,0,0,0,1,431,101,2,1,0
2,84,19,1,0,0,0,5,1,323,100,-2,-1,6,73,2,0,0,0,0,7,345,68,-2,-2,0
3,27,10,0,0,0,0,7,1,341,71,0,1,5,39,14,1,0,0,0,4,334,83,0,1,0
1,22,14,0,0,0,0,8,0,350,72,0,0,4,24,14,2,0,0,0,4,396,86,1,1,1
3,32,13,1,0,0,0,7,0,334,72,-1,1,4,28,15,1,1,0,0,5,299,98,-1,0,0
6,29,13,1,0,0,0,3,0,381,91,1,-1,5,40,9,0,0,0,0,4,370,80,-1,-2,1
4,22,10,2,0,0,0,6,1,358,84,0,-1,2,21,6,0,0,0,0,6,402,112,0,-2,1
2,26,14,1,1,0,0,5,0,383,111,1,0,3,57,13,1,0,0,0,11,341,72,-1,1,1
5,29,24,1,0,0,0,6,0,398,91,2,2,3,28,10,0,0,0,0,7,337,81,0,0,1
3,28,13,0,0,0,0,8,0,355,56,-1,-1,4,67,9,0,0,0,0,4,338,72,-1,0,1
3,22,8,1,0,0,0,9,1,387,105,0,0,2,28,14,0,0,0,0,4,410,90,1,0,1
5,117,14,1,0,0,0,3,1,420,122,2,1,1,41,5,1,0,0,0,13,364,60,-1,-2,1
1,22,17,1,0,0,0,5,1,404,85,2,0,2,35,3,0,0,0,0,7,389,97,-1,-2,1
5,27,7,1,0,0,0,6,1,388,76,-1,-1,4,23,9,1,0,0,0,6,377,92,1,-1,0
2,23,15,0,0,0,0,13,0,361,85,0,0,6,27,13,0,0,0,0,4,354,86,-1,0,0
3,24,15,1,1,0,0,8,0,344,98,1,1,4,87,13,1,0,0,0,3,333,110,0,0,1
3,26,8,0,0,0,0,7,0,363,90,-1,-1,1,27,17,1,0,0,0,4,381,81,1,1,0
1,21,14,1,0,0,0,7,1,324,48,-1,0,1,94,19,0,0,0,0,5,357,86,1,0,0
9,37,13,1,0,0,0,5,0,352,88,0,0,2,100,13,0,0,0,0,2,367,90,0,0,0
4,30,12,1,0,0,0,4,1,367,82,-1,-1,4,31,8,1,1,0,0,7,363,110,0,-1,0
4,27,12,0,0,0,0,9,1,345,91,-1,0,6,30,20,2,0,0,0,3,371,76,0,1,0
2,24,11,0,0,0,0,5,1,378,89,0,-1,5,44,10,2,0,0,0,4,377,94,-1,-1,1
4,31,24,1,0,0,0,6,1,390,90,2,1,2,25,7,1,0,0,0,6,353,90,-1,-1,1
4,22,10,1,1,0,0,8,1,370,113,0,1,3,200,14,0,0,0,0,4,313,86,0,0,1
4,29,7,0,0,0,0,10,0,350,85,-1,0,6,36,17,1,0,0,0,2,385,113,2,0,0
4,32,12,0,0,0,0,4,1,411,93,1,1,4,27,13,2,0,0,0,9,367,66,1,0,1
2,100,2,0,0,0,0,4,0,388,90,-1,-3,8,34,7,2,1,0,0,7,404,101,1,-1,0
1,24,9,0,0,0,0,5,0,407,83,0,1,4,26,18,2,1,0,0,12,342,92,0,0,0
2,27,11,1,0,0,0,9,0,361,104,0,-1,4,20,9,1,0,0,0,7,363,80,-1,-1,1
4,27,3,0,0,0,0,10,0,366,112,-1,-1,6,29,14,2,0,0,0,12,356,114,1,0,0
3,33,7,0,0,0,0,8,0,351,73,-1,-1,3,45,13,1,0,0,0,1,378,86,0,-1,0
4,33,13,0,0,0,0,5,1,353,66,-1,1,4,31,11,1,0,0,0,3,382,86,1,0,0
3,29,15,0,1,0,0,4,1,376,105,1,-1,2,29,9,2,0,0,0,8,389,93,0,-1,1
3,70,12,1,0,0,0,4,1,365,86,1,0,6,26,16,0,0,0,0,4,347,102,1,1,0
3,25,6,0,0,0,0,8,0,335,116,0,-1,2,118,12,2,0,0,0,4,410,83,2,-1,0
4,32,15,1,0,0,0,3,1,339,69,0,-1,5,35,12,1,0,0,0,3,349,91,0,-1,1
2,30,11,0,0,0,0,10,0,337,108,0,0,4,29,22,2,0,0,0,4,405,63,1,2,0
1,26,14,0,0,0,0,4,1,376,94,2,1,4,29,15,2,0,0,0,9,358,94,0,1,1
4,37,10,0,0,0,0,5,1,341,88,-2,-1,3,29,18,1,0,0,0,4,406,92,2,0,0
3,23,1,2,0,0,0,12,0,367,110,0,-3,7,168,11,0,0,0,0,5,436,102,2,-1,0
1,28,8,2,0,0,0,3,0,371,106,1,-1,2,25,6,0,0,0,0,4,394,80,0,-1,1
3,29,7,0,0,0,0,12,0,302,75,-2,-1,4,25,18,2,0,0,0,5,354,103,1,1,0
7,29,8,0,0,0,0,6,1,383,107,2,0,5,27,8,2,0,0,0,6,430,107,1,1,1
2,27,22,0,0,0,0,4,1,327,74,1,1,0,28,11,2,1,0,0,9,328,89,0,0,1
20,43,1,0,0,0,0,8,0,351,74,-2,-3,4,25,10,1,1,0,0,3,403,93,1,0,0
5,24,12,1,0,0,0,6,1,340,94,-1,-1,2,26,9,1,0,0,0,2,388,70,-1,-1,1
7,35,7,1,0,0,0,2,0,333,95,0,-1,7,40,7,0,0,0,0,2,401,92,0,-1,1
1,35,13,0,0,0,0,6,0,345,82,1,1,6,30,14,1,0,0,0,6,315,109,1,0,1
5,25,9,0,0,0,0,3,0,331,96,-1,-1,2,30,14,2,0,0,0,6,348,86,0,0,1
1,26,13,0,0,0,0,5,0,366,91,0,-1,5,31,9,2,0,0,0,12,299,104,-1,-1,1
2,23,15,1,0,0,0,4,1,350,91,0,1,5,27,24,1,0,0,0,10,312,64,0,1,1
5,24,13,0,0,0,0,6,1,360,92,0,0,4,69,15,1,0,0,0,1,389,98,1,1,1
6,30,8,0,1,0,0,5,0,393,105,1,-1,7,24,11,2,0,0,0,2,396,102,1,-1,0
3,44,9,1,0,0,0,2,1,385,94,0,-1,4,30,12,1,1,0,0,2,364,102,1,0,1
5,30,9,0,0,0,0,4,1,328,68,-1,-1,5,27,16,2,0,0,0,3,288,83,0,1,0
2,48,13,1,0,0,0,8,0,341,77,0,0,4,22,19,1,0,0,0,4,343,93,0,0,0
3,25,14,1,1,0,0,2,0,363,88,0,0,4,33,6,0,0,0,0,4,370,85,0,-1,1
4,165,16,0,0,0,0,6,1,362,76,0,0,4,35,15,1,0,0,0,8,366,88,0,0,1
5,23,14,1,0,0,0,9,1,409,116,2,0,7,28,6,0,0,0,0,7,408,88,1,-1,1
8,62,15,1,0,0,0,3,1,356,107,0,0,7,31,12,1,0,0,0,9,399,116,1,0,0
5,22,15,2,0,0,0,2,1,344,88,0,1,4,104,5,0,1,0,0,6,345,84,-1,-1,1
2,26,9,1,0,0,0,5,1,334,86,-1,-1,6,44,15,1,0,0,0,7,361,66,0,0,0
2,47,11,0,0,0,0,6,1,381,104,1,0,3,19,9,2,0,0,0,10,329,91,-1,-1,1
6,42,16,1,0,0,0,6,0,378,80,1,0,0,34,9,1,0,0,0,5,354,87,-1,0,1
3,19,15,1,0,0,0,2,1,374,105,1,-1,2,27,13,1,0,0,0,2,363,126,1,0,0
3,27,13,1,0,0,0,9,0,360,86,0,-1,2,35,14,1,0,0,0,3,343,74,0,0,0
7,200,12,1,0,0,0,5,0,360,102,0,0,2,197,9,1,0,0,0,12,339,79,0,-1,1
4,22,21,1,0,0,0,8,1,367,60,1,2,6,33,20,1,0,0,0,10,339,74,0,0,0
5,200,14,1,0,0,0,2,1,385,90,1,1,5,33,3,1,0,0,0,6,362,98,-1,0,1
1,28,16,1,0,0,0,3,1,364,81,0,0,1,29,7,0,0,0,0,9,358,108,-1,-1,1
10,46,14,2,0,0,0,7,0,364,72,0,0,0,31,10,0,1,0,0,2,371,91,0,0,0
7,33,13,0,0,0,0,12,0,314,80,0,0,6,30,21,2,0,0,0,5,378,89,1,2,0
5,41,11,0,0,0,0,6,1,368,103,0,-1,5,27,6,1,0,0,0,3,414,80,0,-2,1
5,32,11,1,0,0,0,3,1,387,91,1,-1,3,35,10,0,0,0,0,5,352,100,0,-1,1
4,25,21,2,0,0,0,10,0,308,109,1,1,3,33,15,0,0,0,0,8,307,74,-1,0,1
3,32,10,0,0,0,0,7,1,374,90,0,1,7,192,15,2,0,0,0,5,363,98,0,0,0
3,26,9,0,0,0,0,10,0,399,116,1,0,9,33,17,2,0,0,0,6,341,100,0,0,0
3,37,14,0,0,0,0,1,0,378,87,1,1,4,48,11,2,0,0,0,7,363,98,0,0,1
6,44,17,0,0,0,0,11,0,334,85,0,1,5,36,18,1,0,0,0,8,340,68,0,1,1
8,31,24,2,0,0,0,8,0,367,74,1,2,4,18,14,0,0,0,0,10,331,84,-1,1,1
6,27,10,2,0,0,0,5,1,376,84,-1,1,3,30,13,0,0,0,0,11,399,107,1,1,0
0,21,22,1,0,0,0,12,1,329,92,1,0,3,123,20,1,0,0,0,5,358,84,0,3,0
2,21,12,0,0,0,0,6,0,329,87,-1,-1,2,30,15,1,0,0,0,11,317,84,-1,0,0
4,25,8,0,0,0,0,4,1,375,81,0,-1,9,32,6,2,1,0,0,7,390,86,0,-1,0
8,30,10,1,0,0,0,2,1,337,86,-1,1,6,26,12,1,0,0,0,0,296,90,-2,0,1
5,27,21,1,0,0,0,5,1,302,88,-1,1,4,25,20,1,0,0,0,3,356,72,0,2,0
4,68,7,0,0,0,0,12,0,378,73,-1,-2,6,34,21,2,0,0,0,4,445,114,3,1,0
6,24,13,0,0,0,0,6,0,320,100,-1,0,8,50,21,1,0,0,0,2,333,67,1,2,0
4,34,9,0,0,0,0,6,0,382,106,0,1,3,200,18,1,0,0,0,6,351,71,1,1,0
6,34,17,1,0,0,0,4,1,371,79,0,0,6,38,12,1,0,0,0,12,347,116,0,0,1
8,29,15,2,0,0,0,9,1,377,93,0,1,1,17,15,0,0,0,0,8,331,81,0,1,0
4,22,19,1,0,0,0,8,0,361,95,1,1,3,28,19,0,1,0,0,8,337,96,1,2,1
2,29,18,0,0,0,0,10,0,356,98,1,0,3,33,23,2,0,0,0,7,322,73,0,2,0
4,33,17,1,0,0,0,9,0,322,71,-1,1,3,26,16,1,1,0,0,5,348,88,0,1,0
4,18,17,1,0,0,0,4,0,372,90,1,2,5,62,12,0,0,0,0,13,347,73,0,0,1
10,60,30,1,1,0,0,9,0,345,107,2,4,3,30,8,0,0,0,0,8,300,68,-2,0,1
7,29,16,0,0,0,0,9,1,349,47,0,2,5,27,19,1,0,0,0,4,370,80,2,3,0
3,23,11,0,0,0,0,12,0,299,103,-1,0,6,38,23,2,1,0,0,5,370,108,2,1,0
1,24,16,0,0,0,0,9,0,325,65,0,1,3,20,23,0,0,0,0,4,389,72,1,3,0
4,34,12,1,0,0,0,6,1,373,110,1,1,3,32,18,1,0,0,0,7,388,64,1,1,1
0,20,11,0,0,0,0,11,1,332,105,1,0,3,41,20,2,0,0,0,5,365,94,2,2,0
4,37,20,0,0,0,0,6,0,355,99,1,2,4,28,15,1,0,0,0,11,351,76,-1,1,1
5,40,17,2,0,0,0,3,1,353,96,0,1,1,25,13,0,0,0,0,4,321,89,-1,1,0
6,35,10,0,0,0,0,5,1,343,74,-1,0,1,24,13,2,0,0,0,6,373,86,1,1,0
5,31,14,1,1,0,0,8,0,396,90,1,0,5,164,11,0,0,0,0,4,352,121,0,0,1
0,28,16,1,0,0,0,7,1,332,98,0,1,3,21,14,1,0,0,0,6,330,82,-1,2,1
4,23,13,1,0,0,0,9,0,331,62,-1,1,0,22,19,1,0,0,0,3,321,88,0,1,0
0,19,3,0,0,0,0,12,0,294,73,-3,-2,5,38,23,1,1,0,0,2,409,110,3,1,0
4,22,26,1,0,0,0,9,0,308,62,-1,2,3,141,18,0,1,0,0,7,298,78,0,1,1
5,31,20,0,1,0,0,2,1,406,91,2,0,6,33,7,1,0,0,0,11,373,120,0,-2,1
10,34,18,1,0,0,0,12,0,322,73,-1,1,3,20,13,1,0,0,0,6,389,98,0,0,0
3,33,7,0,0,0,0,5,0,358,96,0,-1,6,28,10,2,0,0,0,3,377,87,-1,0,0
4,30,6,0,0,0,0,8,0,373,90,-1,-2,6,30,20,1,0,0,0,5,373,76,1,0,0
8,32,3,0,0,0,0,9,0,330,86,-2,-2,3,25,16,1,1,0,0,3,391,94,2,0,0
6,25,8,1,0,0,0,3,1,360,96,-1,-1,5,33,13,1,1,0,0,1,368,115,1,0,0
5,42,8,1,1,0,0,6,0,369,79,0,-1,9,30,12,1,0,0,0,5,355,91,0,-1,1
3,43,7,1,0,0,0,6,0,383,95,0,0,8,32,17,1,0,0,0,5,387,128,3,0,1
3,22,15,0,1,0,0,6,1,351,82,0,0,3,34,14,2,0,0,0,6,352,120,1,1,0
9,27,15,0,0,0,0,3,1,359,90,0,0,3,45,12,1,0,0,0,14,326,73,-2,-1,1
7,32,19,0,0,0,0,4,0,369,72,0,2,3,24,19,2,0,0,0,13,366,87,0,2,0
3,26,8,0,0,0,0,7,0,347,88,-1,-1,3,200,11,2,1,0,0,2,375,112,0,1,0
11,200,22,2,0,0,0,6,1,405,111,2,2,6,31,13,0,0,0,0,11,305,63,-1,0,1
4,34,10,1,0,0,0,5,1,378,106,0,-1,6,30,8,1,0,0,0,7,431,106,0,-1,0
3,28,8,0,0,0,0,8,1,366,60,0,-1,10,50,14,2,1,0,0,4,358,103,1,0,0
4,21,1,0,0,0,0,9,0,322,91,-2,-2,6,27,19,2,1,0,0,3,434,93,2,1,0
6,38,12,0,0,0,0,6,0,366,82,-1,-1,7,50,18,1,0,0,0,11,377,74,0,0,1
3,28,13,0,0,0,0,5,1,390,90,1,0,2,28,9,1,0,0,0,7,355,110,0,-1,0
0,19,10,0,0,0,0,8,0,388,100,1,0,8,34,8,1,0,0,0,4,390,88,0,0,0
9,32,9,2,0,0,0,10,1,338,84,-2,0,4,77,12,0,1,0,0,4,373,91,0,0,0
1,33,15,1,1,0,0,5,1,344,128,1,1,2,27,11,0,0,0,0,3,357,67,0,0,1
6,35,8,0,0,0,0,3,0,342,70,-2,-1,4,30,13,2,0,0,0,3,337,82,-1,0,0
4,27,9,1,0,0,0,6,1,375,65,-1,0,6,96,18,1,0,0,0,7,354,106,1,1,0
4,29,17,1,0,0,0,3,1,331,96,0,0,4,35,12,1,0,0,0,4,335,90,-1,0,1
2,22,8,0,0,0,0,13,1,346,98,-1,-1,2,29,18,1,0,0,0,9,383,94,1,0,0
4,26,7,0,0,0,0,6,0,333,82,-1,0,4,28,15,2,0,0,0,10,371,86,0,0,0
2,45,11,0,0,0,0,4,1,332,108,-1,0,3,28,12,2,0,0,0,3,326,95,0,0,0
3,31,20,1,0,0,0,9,1,378,83,1,1,5,27,14,0,0,0,0,4,389,105,0,-1,0
6,32,7,0,0,0,0,6,1,341,94,-2,0,8,38,15,2,0,0,0,11,308,82,-1,0,0
3,23,12,1,0,0,0,4,1,342,104,0,0,5,33,6,1,0,0,0,3,344,98,-1,0,0
3,31,6,0,0,0,0,12,0,251,64,-4,-1,3,27,20,1,1,0,0,4,356,112,-1,0,0
5,28,5,1,0,0,0,5,0,400,100,0,-2,2,139,10,1,0,0,0,9,422,92,2,0,0
3,64,12,0,0,0,0,8,0,365,92,0,0,3,30,19,2,1,0,0,5,333,82,2,1,0
6,32,15,0,0,0,0,3,1,375,106,1,0,5,31,11,1,0,0,0,9,332,98,0,-1,0
3,27,10,1,0,0,0,9,1,347,99,0,-1,1,24,8,1,0,0,0,3,371,80,-1,-1,0
5,29,16,1,0,0,0,7,1,411,90,1,0,0,23,5,0,0,0,0,4,398,96,0,-1,1
4,36,17,1,0,0,0,6,1,374,103,1,0,2,20,10,1,0,0,0,5,363,84,0,-1,0
3,30,17,0,0,0,0,6,1,373,128,1,1,1,23,8,1,0,0,0,6,344,83,-1,-1,1
1,34,15,1,0,0,0,9,1,338,76,0,0,2,29,25,1,0,0,0,3,344,87,1,3,0
4,56,12,0,0,0,0,12,0,323,68,-1,1,3,28,21,1,0,0,0,6,373,94,0,1,0
6,38,8,1,0,0,0,6,0,329,64,0,-1,3,26,13,0,0,0,0,6,407,111,1,0,0
4,27,10,1,0,0,0,9,0,352,98,-1,0,3,87,18,1,0,0,0,5,391,82,1,0,0
3,23,7,0,0,0,0,8,1,357,102,0,0,4,34,15,2,0,0,0,4,351,104,1,1,0
7,30,9,1,0,0,0,4,1,397,112,2,-1,4,28,9,1,0,0,0,5,383,83,1,1,0
1,59,7,0,0,0,0,7,0,368,68,-1,-1,2,101,11,1,1,0,0,5,359,92,0,0,0
2,30,10,0,0,0,0,6,0,402,102,2,-1,2,24,12,2,0,0,0,6,394,84,0,0,1
3,26,18,1,1,0,0,10,1,363,100,1,1,2,26,8,1,0,0,0,12,419,80,0,-1,1
4,30,15,2,0,0,0,7,1,368,106,2,0,9,35,12,0,0,0,0,9,368,74,0,1,1
3,25,15,0,1,0,0,12,0,311,79,0,1,1,25,17,2,0,0,0,10,344,92,1,1,0
2,25,14,1,0,0,0,8,1,351,81,-1,1,2,26,16,0,1,0,0,4,342,82,0,0,1
7,29,15,0,0,0,0,5,0,344,76,0,0,1,24,20,2,0,0,0,9,331,104,0,1,0
2,23,16,2,0,0,0,3,1,374,90,0,1,7,38,12,0,0,0,0,4,325,76,-1,0,1
3,59,16,0,1,0,0,7,0,371,100,1,1,4,64,14,1,0,0,0,6,347,95,0,0,1
8,33,10,1,0,0,0,7,0,349,97,0,1,3,95,17,1,0,0,0,5,377,118,2,1,0
2,25,9,0,0,0,0,9,1,294,72,-1,0,4,25,17,2,0,0,0,3,337,80,1,2,0
2,58,12,0,0,0,0,1,0,409,94,2,0,5,131,6,1,0,0,0,8,364,106,1,-1,1
6,30,22,1,0,0,0,7,1,323,76,0,2,4,34,16,1,0,0,0,11,363,56,1,2,0
2,20,8,0,0,0,0,6,1,323,94,-1,-1,8,30,13,2,0,0,0,1,394,82,0,1,0
5,25,14,1,0,0,0,7,1,364,82,0,0,3,36,9,1,0,0,0,4,319,126,0,0,0
8,38,22,1,0,0,0,11,1,334,73,0,2,4,24,26,0,0,0,0,6,339,86,1,4,0
1,24,17,1,0,0,0,9,1,372,83,1,2,4,30,13,1,0,0,0,8,318,98,-1,0,1
3,36,16,0,0,0,0,7,1,311,80,-1,2,1,26,22,1,1,0,0,5,382,92,1,2,0
3,28,19,1,0,0,0,6,1,304,94,1,2,2,25,19,1,0,0,0,5,353,85,0,0,1
3,27,24,2,0,0,0,6,1,389,81,2,2,2,26,17,0,0,0,0,6,304,74,0,0,1
1,58,17,1,1,0,0,11,0,259,92,-1,0,5,64,15,1,0,0,0,6,351,72,-1,2,0
0,62,8,0,0,0,0,5,1,398,100,0,-1,4,25,5,2,0,0,0,7,370,88,0,-2,0
0,80,10,0,0,0,0,3,1,371,102,1,0,5,29,15,2,0,0,0,9,316,92,0,0,1
3,23,28,2,0,0,0,1,1,394,108,2,3,1,32,11,0,0,0,0,13,261,92,-1,0,1
3,107,10,1,0,0,0,5,1,410,100,1,0,5,88,7,0,0,0,0,8,305,84,-2,-1,1
6,26,15,0,0,0,0,5,0,315,69,-1,-1,1,30,14,2,0,0,0,12,332,98,-1,0,0
5,30,12,1,0,0,0,9,0,347,81,-1,0,7,25,15,1,0,0,0,7,373,97,0,0,0
2,25,9,0,0,0,0,7,0,357,83,0,1,4,26,19,2,1,0,0,4,360,84,2,2,1
4,24,25,1,0,0,0,8,0,362,78,0,2,3,28,10,0,0,0,0,9,334,78,-1,-1,1
4,36,6,0,0,0,0,10,1,329,85,-1,0,5,33,12,2,1,0,0,3,380,88,1,1,1
6,23,5,0,0,0,0,9,0,364,90,-1,0,6,26,17,2,1,0,0,3,363,90,1,1,0
4,24,15,0,0,0,0,9,0,314,65,-1,0,8,29,15,2,0,0,0,9,328,81,-1,0,0
5,35,12,1,0,0,0,6,1,317,96,-1,1,3,26,20,0,0,0,0,6,302,76,0,1,0
0,24,19,2,1,0,0,1,1,405,127,3,0,3,45,5,0,0,0,0,13,318,84,-2,-2,1
3,31,8,0,0,0,0,5,1,376,85,0,-1,3,28,11,2,0,0,0,6,336,118,0,0,1
4,29,22,1,0,0,0,6,1,383,78,2,1,3,28,10,0,0,0,0,13,352,80,0,0,0
0,32,16,0,0,0,0,6,1,315,88,0,0,4,29,18,1,0,0,0,8,336,72,0,2,0
4,26,15,0,0,0,0,1,0,335,66,-1,0,0,23,11,1,0,0,0,1,314,82,-2,0,0
2,38,6,0,0,0,0,9,0,305,79,-2,-1,6,33,25,2,0,0,0,2,326,88,1,2,0
7,31,8,1,0,0,0,5,0,349,110,1,-1,2,22,12,1,0,0,0,3,362,94,0,0,0
6,27,19,2,0,0,0,2,1,353,78,1,1,2,24,8,0,0,0,0,7,313,85,-1,0,1
7,22,18,2,0,0,0,8,1,345,98,1,0,2,22,15,0,0,0,0,6,357,80,0,-1,1
4,24,15,1,0,0,0,4,0,397,88,1,0,5,22,5,1,0,0,0,8,322,91,-2,0,1
3,19,13,0,0,0,0,3,0,426,80,0,-1,4,23,11,2,0,0,0,6,434,92,1,-1,1
1,26,7,0,0,0,0,2,1,319,85,-2,-1,9,32,11,2,0,0,0,0,338,69,-1,0,1
2,22,7,0,0,0,0,5,1,383,103,-1,-1,5,26,9,2,1,0,0,3,379,92,0,-1,0
1,26,14,0,0,0,0,9,0,321,68,-1,-1,3,23,22,1,0,0,0,3,358,92,2,2,1
4,78,22,1,0,0,0,7,1,373,82,2,1,1,24,5,1,0,0,0,12,291,90,-2,-1,1
4,86,9,0,1,0,0,4,0,347,98,1,-1,2,27,6,2,0,0,0,3,376,104,0,-1,1
2,22,20,2,0,0,0,7,1,361,67,1,1,8,32,12,0,0,0,0,5,321,78,-1,1,1
5,30,14,0,0,0,0,5,1,328,90,0,0,2,29,15,2,0,0,0,9,340,104,0,0,1
6,38,9,0,0,0,0,9,0,320,79,-2,0,2,24,17,2,0,0,0,3,360,79,0,1,1
1,24,10,2,0,0,0,8,0,405,104,1,-1,4,26,9,0,0,0,0,1,394,100,0,-1,1
8,35,16,1,1,0,0,2,0,381,120,2,0,1,28,8,1,0,0,0,7,325,79,-2,0,1
3,32,13,1,1,0,0,5,1,369,98,1,0,7,29,17,0,0,0,0,6,358,82,0,1,1
3,27,20,1,0,0,0,4,1,347,88,0,3,0,23,12,1,0,0,0,10,286,88,-1,0,1
3,22,13,1,0,0,0,12,0,315,78,-1,0,4,47,19,0,0,0,0,11,307,73,0,2,0
2,19,8,0,0,0,0,6,0,355,72,-1,0,4,26,19,2,0,0,0,2,355,108,1,1,0
