blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamMinionsKilled,blueTeamTotalGold,blueTeamXp,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamTotalGold,redTeamXp,redTeamTotalDamageToChamps,blueWin
11,1,0,0,0,9,361,0,0,20,9,1,0,0,363,80,0,-1,-1,1
3,0,0,0,0,10,366,-1,-1,29,14,2,0,0,356,114,1,1,0,0
7,0,0,0,0,8,351,-1,-1,45,13,1,0,0,378,86,0,0,-1,0
13,0,0,0,0,5,353,-1,-1,31,11,1,0,0,382,86,0,1,0,0
15,0,1,0,0,4,376,1,1,29,9,2,0,0,389,93,-1,0,-1,1
12,1,0,0,0,4,365,0,1,26,16,0,0,0,347,102,0,1,1,0
6,0,0,0,0,8,335,-1,0,118,12,2,0,0,410,83,0,2,-1,0
15,1,0,0,0,3,339,0,0,35,12,1,0,0,349,91,0,0,-1,1
11,0,0,0,0,10,337,0,0,29,22,2,0,0,405,63,2,1,2,0
14,0,0,0,0,4,376,1,2,29,15,2,0,0,358,94,0,0,1,1
10,0,0,0,0,5,341,0,-2,29,18,1,0,0,406,92,2,2,0,0
1,2,0,0,0,12,367,-2,0,168,11,0,0,0,436,102,1,2,-1,0
8,2,0,0,0,3,371,-1,1,25,6,0,0,0,394,80,-1,0,-1,1
7,0,0,0,0,12,302,-2,-2,25,18,2,0,0,354,103,2,1,1,0
8,0,0,0,0,6,383,0,2,27,8,2,0,0,430,107,0,1,1,1
22,0,0,0,0,4,327,1,1,28,11,2,0,0,328,89,-1,0,0,1
1,0,0,0,0,8,351,-2,-2,25,10,1,0,0,403,93,0,1,0,0
12,1,0,0,0,6,340,0,-1,26,9,1,0,0,388,70,-1,-1,-1,1
7,1,0,0,0,2,333,-2,0,40,7,0,0,0,401,92,-1,0,-1,1
13,0,0,0,0,6,345,0,1,30,14,1,0,0,315,109,0,1,0,1
9,0,0,0,0,3,331,-1,-1,30,14,2,0,0,348,86,0,0,0,1
13,0,0,0,0,5,366,1,0,31,9,2,0,0,299,104,-1,-1,-1,1
15,1,0,0,0,4,350,0,0,27,24,1,0,0,312,64,1,0,1,1
13,0,0,0,0,6,360,0,0,69,15,1,0,0,389,98,1,1,1,1
8,0,1,0,0,5,393,0,1,24,11,2,0,0,396,102,0,1,-1,0
9,1,0,0,0,2,385,0,0,30,12,1,0,0,364,102,0,1,0,1
9,0,0,0,0,4,328,-1,-1,27,16,2,0,0,288,83,0,0,1,0
13,1,0,0,0,8,341,0,0,22,19,1,0,0,343,93,1,0,0,0
14,1,1,0,0,2,363,0,0,33,6,0,0,0,370,85,-1,0,-1,1
16,0,0,0,0,6,362,1,0,35,15,1,0,0,366,88,1,0,0,1
14,1,0,0,0,9,409,1,2,28,6,0,0,0,408,88,0,1,-1,1
15,1,0,0,0,3,356,1,0,31,12,1,0,0,399,116,0,1,0,0
15,2,0,0,0,2,344,0,0,104,5,0,0,0,345,84,-1,-1,-1,1
9,1,0,0,0,5,334,-1,-1,44,15,1,0,0,361,66,0,0,0,0
11,0,0,0,0,6,381,0,1,19,9,2,0,0,329,91,-1,-1,-1,1
16,1,0,0,0,6,378,1,1,34,9,1,0,0,354,87,-1,-1,0,1
15,1,0,0,0,2,374,0,1,27,13,1,0,0,363,126,0,1,0,0
13,1,0,0,0,9,360,0,0,35,14,1,0,0,343,74,0,0,0,0
12,1,0,0,0,5,360,1,0,197,9,1,0,0,339,79,-1,0,-1,1
21,1,0,0,0,8,367,2,1,33,20,1,0,0,339,74,1,0,0,0
14,1,0,0,0,2,385,1,1,33,3,1,0,0,362,98,-2,-1,0,1
16,1,0,0,0,3,364,1,0,29,7,0,0,0,358,108,-1,-1,-1,1
14,2,0,0,0,7,364,0,0,31,10,0,0,0,371,91,0,0,0,0
13,0,0,0,0,12,314,0,0,30,21,2,0,0,378,89,2,1,2,0
11,0,0,0,0,6,368,-1,0,27,6,1,0,0,414,80,-1,0,-2,1
11,1,0,0,0,3,387,0,1,35,10,0,0,0,352,100,-1,0,-1,1
21,2,0,0,0,10,308,1,1,33,15,0,0,0,307,74,1,-1,0,1
10,0,0,0,0,7,374,-1,0,192,15,2,0,0,363,98,0,0,0,0
9,0,0,0,0,10,399,0,1,33,17,2,0,0,341,100,1,0,0,0
14,0,0,0,0,1,378,1,1,48,11,2,0,0,363,98,0,0,0,1
17,0,0,0,0,11,334,1,0,36,18,1,0,0,340,68,1,0,1,1
24,2,0,0,0,8,367,3,1,18,14,0,0,0,331,84,0,-1,1,1
10,2,0,0,0,5,376,0,-1,30,13,0,0,0,399,107,1,1,1,0
22,1,0,0,0,12,329,2,1,123,20,1,0,0,358,84,1,0,3,0
12,0,0,0,0,6,329,0,-1,30,15,1,0,0,317,84,0,-1,0,0
8,0,0,0,0,4,375,0,0,32,6,2,0,0,390,86,0,0,-1,0
10,1,0,0,0,2,337,-1,-1,26,12,1,0,0,296,90,-1,-2,0,1
21,1,0,0,0,5,302,0,-1,25,20,1,0,0,356,72,1,0,2,0
7,0,0,0,0,12,378,-1,-1,34,21,2,0,0,445,114,3,3,1,0
13,0,0,0,0,6,320,0,-1,50,21,1,0,0,333,67,1,1,2,0
9,0,0,0,0,6,382,0,0,200,18,1,0,0,351,71,1,1,1,0
17,1,0,0,0,4,371,1,0,38,12,1,0,0,347,116,0,0,0,1
15,2,0,0,0,9,377,1,0,17,15,0,0,0,331,81,0,0,1,0
19,1,0,0,0,8,361,2,1,28,19,0,0,0,337,96,1,1,2,1
18,0,0,0,0,10,356,1,1,33,23,2,0,0,322,73,1,0,2,0
17,1,0,0,0,9,322,0,-1,26,16,1,0,0,348,88,1,0,1,0
17,1,0,0,0,4,372,1,1,62,12,0,0,0,347,73,0,0,0,1
30,1,1,0,0,9,345,3,2,30,8,0,0,0,300,68,-1,-2,0,1
16,0,0,0,0,9,349,0,0,27,19,1,0,0,370,80,1,2,3,0
11,0,0,0,0,12,299,-1,-1,38,23,2,0,0,370,108,3,2,1,0
16,0,0,0,0,9,325,0,0,20,23,0,0,0,389,72,2,1,3,0
12,1,0,0,0,6,373,1,1,32,18,1,0,0,388,64,1,1,1,1
11,0,0,0,0,11,332,0,1,41,20,2,0,0,365,94,2,2,2,0
20,0,0,0,0,6,355,1,1,28,15,1,0,0,351,76,0,-1,1,1
17,2,0,0,0,3,353,0,0,25,13,0,0,0,321,89,-1,-1,1,0
10,0,0,0,0,5,343,-1,-1,24,13,2,0,0,373,86,0,1,1,0
14,1,1,0,0,8,396,0,1,164,11,0,0,0,352,121,0,0,0,1
16,1,0,0,0,7,332,1,0,21,14,1,0,0,330,82,0,-1,2,1
13,1,0,0,0,9,331,0,-1,22,19,1,0,0,321,88,1,0,1,0
3,0,0,0,0,12,294,-3,-3,38,23,1,0,0,409,110,3,3,1,0
26,1,0,0,0,9,308,2,-1,141,18,0,0,0,298,78,1,0,1,1
20,0,1,0,0,2,406,2,2,33,7,1,0,0,373,120,-1,0,-2,1
18,1,0,0,0,12,322,1,-1,20,13,1,0,0,389,98,1,0,0,0
7,0,0,0,0,5,358,-1,0,28,10,2,0,0,377,87,-1,-1,0,0
6,0,0,0,0,8,373,-1,-1,30,20,1,0,0,373,76,1,1,0,0
3,0,0,0,0,9,330,-2,-2,25,16,1,0,0,391,94,1,2,0,0
8,1,0,0,0,3,360,-1,-1,33,13,1,0,0,368,115,1,1,0,0
8,1,1,0,0,6,369,0,0,30,12,1,0,0,355,91,0,0,-1,1
7,1,0,0,0,6,383,-1,0,32,17,1,0,0,387,128,1,3,0,1
15,0,1,0,0,6,351,1,0,34,14,2,0,0,352,120,1,1,1,0
15,0,0,0,0,3,359,1,0,45,12,1,0,0,326,73,-1,-2,-1,1
19,0,0,0,0,4,369,2,0,24,19,2,0,0,366,87,1,0,2,0
8,0,0,0,0,7,347,-1,-1,200,11,2,0,0,375,112,0,0,1,0
22,2,0,0,0,6,405,3,2,31,13,0,0,0,305,63,-1,-1,0,1
10,1,0,0,0,5,378,0,0,30,8,1,0,0,431,106,0,0,-1,0
8,0,0,0,0,8,366,-1,0,50,14,2,0,0,358,103,0,1,0,0
1,0,0,0,0,9,322,-3,-2,27,19,2,0,0,434,93,3,2,1,0
12,0,0,0,0,6,366,1,-1,50,18,1,0,0,377,74,1,0,0,1
13,0,0,0,0,5,390,1,1,28,9,1,0,0,355,110,-1,0,-1,0
10,0,0,0,0,8,388,0,1,34,8,1,0,0,390,88,-1,0,0,0
9,2,0,0,0,10,338,-1,-2,77,12,0,0,0,373,91,0,0,0,0
15,1,1,0,0,5,344,1,1,27,11,0,0,0,357,67,-1,0,0,1
8,0,0,0,0,3,342,-1,-2,30,13,2,0,0,337,82,0,-1,0,0
9,1,0,0,0,6,375,-1,-1,96,18,1,0,0,354,106,2,1,1,0
17,1,0,0,0,3,331,1,0,35,12,1,0,0,335,90,0,-1,0,1
8,0,0,0,0,13,346,0,-1,29,18,1,0,0,383,94,1,1,0,0
7,0,0,0,0,6,333,-1,-1,28,15,2,0,0,371,86,0,0,0,0
11,0,0,0,0,4,332,-1,-1,28,12,2,0,0,326,95,-1,0,0,0
20,1,0,0,0,9,378,1,1,27,14,0,0,0,389,105,1,0,-1,0
7,0,0,0,0,6,341,-1,-2,38,15,2,0,0,308,82,0,-1,0,0
12,1,0,0,0,4,342,-1,0,33,6,1,0,0,344,98,-2,-1,0,0
6,0,0,0,0,12,251,-2,-4,27,20,1,0,0,356,112,2,-1,0,0
5,1,0,0,0,5,400,-1,0,139,10,1,0,0,422,92,1,2,0,0
12,0,0,0,0,8,365,0,0,30,19,2,0,0,333,82,1,2,1,0
15,0,0,0,0,3,375,1,1,31,11,1,0,0,332,98,0,0,-1,0
10,1,0,0,0,9,347,-1,0,24,8,1,0,0,371,80,-1,-1,-1,0
16,1,0,0,0,7,411,1,1,23,5,0,0,0,398,96,-1,0,-1,1
17,1,0,0,0,6,374,1,1,20,10,1,0,0,363,84,-1,0,-1,0
17,0,0,0,0,6,373,1,1,23,8,1,0,0,344,83,-1,-1,-1,1
15,1,0,0,0,9,338,1,0,29,25,1,0,0,344,87,3,1,3,0
12,0,0,0,0,12,323,0,-1,28,21,1,0,0,373,94,2,0,1,0
8,1,0,0,0,6,329,-1,0,26,13,0,0,0,407,111,1,1,0,0
10,1,0,0,0,9,352,0,-1,87,18,1,0,0,391,82,1,1,0,0
7,0,0,0,0,8,357,-1,0,34,15,2,0,0,351,104,0,1,1,0
9,1,0,0,0,4,397,0,2,28,9,1,0,0,383,83,-1,1,1,0
7,0,0,0,0,7,368,-1,-1,101,11,1,0,0,359,92,0,0,0,0
10,0,0,0,0,6,402,0,2,24,12,2,0,0,394,84,0,0,0,1
18,1,1,0,0,10,363,1,1,26,8,1,0,0,419,80,0,0,-1,1
15,2,0,0,0,7,368,1,2,35,12,0,0,0,368,74,0,0,1,1
15,0,1,0,0,12,311,0,0,25,17,2,0,0,344,92,1,1,1,0
14,1,0,0,0,8,351,0,-1,26,16,0,0,0,342,82,0,0,0,1
15,0,0,0,0,5,344,0,0,24,20,2,0,0,331,104,1,0,1,0
16,2,0,0,0,3,374,1,0,38,12,0,0,0,325,76,0,-1,0,1
16,0,1,0,0,7,371,1,1,64,14,1,0,0,347,95,0,0,0,1
10,1,0,0,0,7,349,-1,0,95,17,1,0,0,377,118,1,2,1,0
9,0,0,0,0,9,294,-1,-1,25,17,2,0,0,337,80,1,1,2,0
12,0,0,0,0,1,409,0,2,131,6,1,0,0,364,106,-1,1,-1,1
22,1,0,0,0,7,323,1,0,34,16,1,0,0,363,56,1,1,2,0
8,0,0,0,0,6,323,-1,-1,30,13,2,0,0,394,82,0,0,1,0
14,1,0,0,0,7,364,0,0,36,9,1,0,0,319,126,-1,0,0,0
22,1,0,0,0,11,334,1,0,24,26,0,0,0,339,86,3,1,4,0
17,1,0,0,0,9,372,2,1,30,13,1,0,0,318,98,0,-1,0,1
16,0,0,0,0,7,311,0,-1,26,22,1,0,0,382,92,2,1,2,0
19,1,0,0,0,6,304,1,1,25,19,1,0,0,353,85,1,0,0,1
24,2,0,0,0,6,389,2,2,26,17,0,0,0,304,74,1,0,0,1
17,1,1,0,0,11,259,0,-1,64,15,1,0,0,351,72,1,-1,2,0
8,0,0,0,0,5,398,0,0,25,5,2,0,0,370,88,-1,0,-2,0
10,0,0,0,0,3,371,1,1,29,15,2,0,0,316,92,0,0,0,1
28,2,0,0,0,1,394,3,2,32,11,0,0,0,261,92,-1,-1,0,1
10,1,0,0,0,5,410,0,1,88,7,0,0,0,305,84,-2,-2,-1,1
15,0,0,0,0,5,315,0,-1,30,14,2,0,0,332,98,1,-1,0,0
12,1,0,0,0,9,347,0,-1,25,15,1,0,0,373,97,1,0,0,0
9,0,0,0,0,7,357,0,0,26,19,2,0,0,360,84,1,2,2,1
25,1,0,0,0,8,362,2,0,28,10,0,0,0,334,78,0,-1,-1,1
6,0,0,0,0,10,329,-2,-1,33,12,2,0,0,380,88,1,1,1,1
5,0,0,0,0,9,364,-1,-1,26,17,2,0,0,363,90,1,1,1,0
15,0,0,0,0,9,314,0,-1,29,15,2,0,0,328,81,1,-1,0,0
12,1,0,0,0,6,317,0,-1,26,20,0,0,0,302,76,1,0,1,0
19,2,1,0,0,1,405,3,3,45,5,0,0,0,318,84,-2,-2,-2,1
8,0,0,0,0,5,376,-1,0,28,11,2,0,0,336,118,0,0,0,1
22,1,0,0,0,6,383,2,2,28,10,0,0,0,352,80,-1,0,0,0
16,0,0,0,0,6,315,1,0,29,18,1,0,0,336,72,1,0,2,0
15,0,0,0,0,1,335,0,-1,23,11,1,0,0,314,82,-1,-2,0,0
6,0,0,0,0,9,305,-2,-2,33,25,2,0,0,326,88,1,1,2,0
8,1,0,0,0,5,349,-1,1,22,12,1,0,0,362,94,0,0,0,0
19,2,0,0,0,2,353,1,1,24,8,0,0,0,313,85,-1,-1,0,1
18,2,0,0,0,8,345,1,1,22,15,0,0,0,357,80,0,0,-1,1
15,1,0,0,0,4,397,0,1,22,5,1,0,0,322,91,-2,-2,0,1
13,0,0,0,0,3,426,0,0,23,11,2,0,0,434,92,0,1,-1,1
7,0,0,0,0,2,319,-2,-2,32,11,2,0,0,338,69,-1,-1,0,1
7,0,0,0,0,5,383,0,-1,26,9,2,0,0,379,92,-1,0,-1,0
14,0,0,0,0,9,321,0,-1,23,22,1,0,0,358,92,2,2,2,1
22,1,0,0,0,7,373,2,2,24,5,1,0,0,291,90,-2,-2,-1,1
9,0,1,0,0,4,347,-1,1,27,6,2,0,0,376,104,-1,0,-1,1
20,2,0,0,0,7,361,1,1,32,12,0,0,0,321,78,0,-1,1,1
14,0,0,0,0,5,328,0,0,29,15,2,0,0,340,104,0,0,0,1
9,0,0,0,0,9,320,-1,-2,24,17,2,0,0,360,79,1,0,1,1
10,2,0,0,0,8,405,0,1,26,9,0,0,0,394,100,0,0,-1,1
16,1,1,0,0,2,381,1,2,28,8,1,0,0,325,79,-1,-2,0,1
13,1,1,0,0,5,369,1,1,29,17,0,0,0,358,82,1,0,1,1
20,1,0,0,0,4,347,1,0,23,12,1,0,0,286,88,-1,-1,0,1
13,1,0,0,0,12,315,0,-1,47,19,0,0,0,307,73,2,0,2,0
8,0,0,0,0,6,355,-1,-1,26,19,2,0,0,355,108,1,1,1,0
13,1,0,0,0,5,322,0,0,58,22,1,0,0,387,78,1,1,2,0
13,0,0,0,0,8,369,0,1,31,4,2,0,0,361,100,-1,0,-1,0
16,1,1,0,0,5,370,0,2,24,6,1,0,0,388,94,-1,0,-1,1
8,0,0,0,0,8,359,-1,-1,74,11,1,0,0,351,99,0,0,-1,0
12,1,0,0,0,5,361,0,-1,107,6,0,0,0,311,98,-2,-1,-1,1
21,2,0,0,0,5,323,0,1,200,9,0,0,0,356,89,-1,-1,-1,1
10,2,0,0,0,8,350,-1,0,28,7,0,0,0,344,92,-1,-2,-2,1
6,1,0,0,0,9,352,-1,-1,200,23,1,0,0,363,102,1,2,2,0
11,0,0,0,0,2,378,0,1,29,8,1,0,0,388,109,-1,0,-2,0
13,0,1,0,0,5,339,0,0,60,10,1,0,0,321,88,-1,-1,0,0
13,2,0,0,0,4,373,0,1,27,10,0,0,0,342,103,-1,0,-1,1
18,0,0,0,0,8,332,1,0,200,14,2,0,0,337,79,0,-1,0,0
19,1,0,0,0,5,308,1,0,27,10,0,0,0,350,96,-1,0,1,1
19,2,1,0,0,7,340,1,1,43,11,0,0,0,345,112,0,0,0,1
14,1,0,0,0,5,377,1,1,29,18,1,0,0,322,110,0,1,0,1
12,2,0,0,0,2,376,0,0,35,7,0,0,0,349,86,-2,-1,-1,1
6,1,0,0,0,3,387,-1,0,31,12,1,0,0,389,91,0,1,-1,0
12,2,0,0,0,7,401,0,0,35,4,0,0,0,355,79,-1,-1,-1,1
19,1,0,0,0,6,325,1,1,26,10,0,0,0,327,93,-1,-1,0,1
18,1,0,0,0,8,374,1,1,25,5,0,0,0,369,72,-1,-2,-2,1
22,1,0,0,0,6,364,1,0,27,15,1,0,0,347,78,0,0,1,0
10,1,1,0,0,6,381,-1,0,25,13,1,0,0,393,78,0,0,-1,0
15,0,0,0,0,12,388,2,1,41,10,1,0,0,355,71,-1,0,-1,1
5,0,1,0,0,2,435,-1,1,30,4,1,0,0,350,96,-2,0,-3,1
21,1,0,0,0,11,379,2,2,28,6,1,0,0,316,88,-1,-1,-1,1
2,0,0,0,0,11,292,-3,-4,38,16,1,0,0,383,95,1,1,0,0
6,0,1,0,0,6,401,-1,0,28,5,2,0,0,397,114,-1,0,-3,1
13,0,0,0,0,7,401,1,0,23,6,2,0,0,321,96,-1,-1,-1,1
16,0,0,0,0,8,318,0,-1,27,8,2,0,0,337,98,-1,-1,0,0
12,0,0,0,0,7,287,-1,-2,25,18,2,0,0,341,95,1,0,2,1
9,0,0,0,0,5,409,0,1,21,8,2,0,0,377,70,-1,0,0,0
10,0,0,0,0,9,381,-1,-1,30,6,2,0,0,383,90,0,-1,-2,0
8,0,1,0,0,6,355,-1,0,25,13,1,0,0,355,104,0,1,0,0
9,0,0,0,0,9,324,-1,-2,33,21,2,0,0,362,96,1,1,1,1
13,0,0,0,0,9,269,-1,-1,27,27,2,0,0,362,68,2,2,4,0
11,0,0,0,0,6,385,0,0,26,11,1,0,0,359,101,0,-1,0,0
22,1,1,0,0,5,344,2,1,38,14,0,0,0,327,80,0,-1,1,1
16,1,0,0,0,5,313,0,-1,28,18,0,0,0,313,72,1,-1,0,1
20,1,0,0,0,6,302,1,1,27,12,1,0,0,339,76,0,-1,0,0
16,1,0,0,0,7,309,0,-1,25,18,0,0,0,335,73,1,0,1,1
11,1,0,0,0,5,354,1,0,29,10,0,0,0,364,84,0,0,0,1
12,1,0,0,0,6,335,0,-1,31,8,1,0,0,365,84,-1,-1,-1,1
21,2,0,0,0,1,381,2,2,94,12,0,0,0,318,62,-1,-1,0,1
11,0,0,0,0,11,329,0,-1,31,26,1,0,0,354,95,3,1,1,0
9,0,0,0,0,7,347,-1,0,36,17,2,0,0,383,99,1,1,1,0
10,1,0,0,0,4,311,-1,-1,30,16,1,0,0,364,99,1,0,0,0
8,2,0,0,0,6,357,-1,0,26,15,0,0,0,372,69,0,-1,0,0
17,0,0,0,0,5,354,1,1,51,15,1,0,0,375,58,0,0,1,1
15,2,0,0,0,7,334,0,0,23,11,0,0,0,380,81,0,-1,0,1
12,1,0,0,0,0,372,1,2,20,11,1,0,0,365,92,0,1,-1,1
19,0,0,0,0,7,353,1,1,68,14,2,0,0,323,112,0,0,0,1
8,2,0,0,0,4,338,-1,0,96,12,0,0,0,371,92,0,0,0,1
17,2,0,0,0,5,360,1,0,36,15,0,0,0,356,75,0,0,-1,1
17,0,0,0,0,12,332,1,0,200,20,1,0,0,353,73,2,0,0,0
17,1,0,0,0,10,325,0,-1,23,16,0,0,0,394,92,2,1,1,0
10,1,0,0,0,5,402,1,2,25,6,1,0,0,366,123,-1,1,-1,1
14,0,0,0,0,3,337,0,0,22,16,2,0,0,338,96,0,1,1,0
16,2,1,0,0,7,354,0,1,32,4,0,0,0,337,70,-2,-2,-1,1
24,2,0,0,0,2,377,2,2,50,9,0,0,0,307,90,-1,-1,-1,1
11,2,0,0,0,6,352,0,0,28,9,0,0,0,351,78,-1,0,0,0
5,0,0,0,0,5,388,-1,1,60,12,1,0,0,387,100,0,1,0,0
12,2,0,0,0,1,392,0,1,20,4,0,0,0,350,94,-2,-1,-2,1
10,1,1,0,0,2,397,0,1,39,9,0,0,0,387,90,-1,0,-1,0
15,1,0,0,0,10,330,1,0,43,14,0,0,0,343,73,0,0,-1,0
8,0,1,0,0,9,362,-1,0,28,16,2,0,0,367,108,1,1,0,0
17,1,0,0,0,10,354,1,1,33,5,0,0,0,368,82,0,-1,0,0
16,1,0,0,0,6,360,0,1,36,10,0,0,0,329,69,-1,-1,-1,1
19,1,1,0,0,6,374,1,1,24,8,1,0,0,326,110,-1,0,0,1
8,0,0,0,0,3,340,-1,-1,25,11,1,0,0,365,90,0,0,0,0
10,0,0,0,0,6,363,0,0,23,15,1,0,0,357,82,0,0,-1,0
5,1,0,0,0,11,316,-2,-2,42,14,0,0,0,359,98,1,1,-1,0
19,2,0,0,0,7,346,1,0,23,14,0,0,0,299,72,-1,-1,0,1
20,0,0,0,0,6,375,1,1,35,8,1,0,0,296,98,-2,-1,-1,1
23,0,0,0,0,6,368,2,0,29,19,2,0,0,347,74,1,0,1,0
9,1,0,0,0,8,374,0,0,29,14,1,0,0,330,85,0,0,0,1
21,1,0,0,0,8,339,1,1,32,13,0,0,0,387,88,1,0,0,1
7,0,0,0,0,5,373,-1,-1,36,6,1,0,0,331,80,-1,-1,-1,1
7,2,0,0,0,4,374,-1,-1,29,8,0,0,0,381,89,-1,1,0,1
11,2,0,0,0,4,385,1,0,29,8,0,0,0,291,111,-1,-1,-2,1
21,0,1,0,0,9,334,1,1,29,10,2,0,0,338,108,0,-1,0,1
10,0,0,0,0,6,371,0,-1,29,20,2,0,0,322,110,1,0,2,0
10,1,0,0,0,8,344,0,-2,94,20,1,0,0,300,101,1,0,0,0
21,1,1,0,0,5,382,2,2,51,4,0,0,0,357,64,-2,-2,-1,1
18,2,1,0,0,7,395,2,1,27,8,0,0,0,331,78,-1,-1,-1,1
11,0,0,0,0,8,356,0,-1,159,16,2,0,0,346,104,0,0,2,0
12,1,0,0,0,11,345,0,-2,28,19,0,0,0,371,98,1,0,1,0
4,0,0,0,0,7,346,-1,-1,26,8,1,0,0,352,92,-1,-1,-1,0
15,0,0,0,0,9,316,0,-1,28,14,2,0,0,359,97,1,0,1,0
12,0,0,0,0,10,317,0,0,28,14,2,0,0,369,106,1,0,0,0
13,0,0,0,0,9,351,0,0,52,14,2,0,0,341,77,0,0,0,0
12,0,0,0,0,4,383,0,1,56,16,2,0,0,333,61,0,0,0,1
28,2,0,0,0,1,381,3,2,28,3,0,0,0,287,90,-2,-3,-1,1
8,2,1,0,0,0,387,-1,1,25,2,0,0,0,389,90,-2,-1,-1,1
15,1,0,0,0,9,353,1,0,38,13,1,0,0,353,94,0,0,-1,1
17,1,0,0,0,4,355,1,1,26,6,0,0,0,289,76,-2,-2,-2,1
11,0,0,0,0,6,424,0,1,29,5,2,0,0,376,96,-1,0,-1,0
15,2,1,0,0,6,337,0,0,34,5,0,0,0,357,96,-1,-1,-2,1
11,1,0,0,0,9,337,-1,-1,53,13,1,0,0,383,83,0,0,1,1
12,1,0,0,0,4,407,0,1,27,6,0,0,0,372,75,-1,0,-1,1
3,0,0,0,0,10,321,-2,-2,28,15,2,0,0,406,96,1,1,0,0
12,1,0,0,0,11,336,0,0,54,22,1,0,0,336,93,1,1,1,0
8,0,0,0,0,10,321,-1,-1,23,13,1,0,0,362,90,0,0,0,0
15,0,0,0,0,7,306,0,-2,54,16,2,0,0,391,89,1,1,1,0
5,1,0,0,0,5,403,-1,0,36,14,1,0,0,402,132,1,2,0,0
11,2,0,0,0,5,364,0,0,68,17,0,0,0,373,92,1,1,1,0
10,0,0,0,0,8,352,-1,-1,116,17,2,0,0,371,75,0,0,0,0
16,1,0,0,0,7,331,1,0,94,15,0,0,0,304,94,0,-1,1,1
8,1,1,0,0,9,348,-1,0,76,14,0,0,0,366,90,0,0,-1,1
15,1,0,0,0,7,377,1,0,97,11,1,0,0,321,103,0,-1,-1,1
24,0,0,0,0,9,344,3,2,66,9,0,0,0,306,62,-1,-3,-1,1
17,2,0,0,0,7,401,1,1,92,11,0,0,0,363,112,0,1,-1,1
4,1,0,0,0,6,324,-2,-1,32,12,1,0,0,378,76,0,0,1,0
9,0,0,0,0,5,395,-1,1,88,8,2,0,0,366,113,-1,0,-1,1
5,0,0,0,0,12,323,-2,-2,65,20,2,0,0,381,97,2,1,1,0
3,0,0,0,0,12,292,-3,-3,71,20,2,0,0,400,120,3,2,0,0
12,0,0,0,0,7,371,0,1,68,13,2,0,0,347,98,0,0,-1,0
6,0,0,0,0,6,290,-2,-2,200,20,2,0,0,366,106,1,2,2,0
12,1,0,0,0,5,341,0,-1,96,9,1,0,0,375,82,0,0,0,1
12,0,0,0,0,8,360,0,0,88,14,2,0,0,311,82,0,0,0,1
17,1,0,0,0,6,317,0,0,63,10,1,0,0,380,111,0,1,1,1
9,1,0,0,0,7,351,-1,0,79,15,0,0,0,409,116,1,2,0,0
10,1,0,0,0,2,386,0,0,62,8,0,0,0,351,80,-1,0,0,1
17,0,0,0,0,8,334,1,1,94,11,2,0,0,345,68,-1,0,-1,1
3,0,0,0,0,13,330,-2,-2,29,17,2,0,0,389,114,2,2,0,0
26,1,0,0,0,4,420,4,3,87,13,0,0,0,264,66,-1,-1,-1,1
8,0,0,0,0,5,365,-1,-1,92,15,1,0,0,348,100,0,0,0,0
16,1,0,0,0,5,361,1,2,25,8,0,0,0,378,64,-1,0,-1,1
18,1,0,0,0,4,363,1,1,85,8,1,0,0,311,82,-2,-1,0,1
18,1,0,0,0,3,373,1,0,39,16,1,0,0,295,98,0,0,0,1
7,0,0,0,0,6,336,-1,-2,26,18,2,0,0,352,82,1,1,1,0
25,0,0,0,0,7,350,1,1,64,10,0,0,0,308,65,-1,-2,0,1
23,1,0,0,0,7,326,2,0,26,20,1,0,0,335,104,1,0,1,1
15,0,0,0,0,5,385,0,0,29,21,1,0,0,305,104,1,0,1,1
14,1,0,0,0,6,395,1,1,27,17,1,0,0,350,94,1,1,0,1
8,0,0,0,0,4,347,0,-1,28,15,2,0,0,379,115,1,1,0,0
16,0,0,0,0,10,375,1,0,21,13,1,0,0,317,95,0,0,0,0
9,0,0,0,0,3,368,0,-1,20,11,2,0,0,348,110,0,0,-1,0
9,1,0,0,0,9,357,0,-1,45,11,1,0,0,358,97,0,1,-1,0
11,0,0,0,0,7,316,-1,0,22,12,2,0,0,361,100,0,1,1,1
14,2,0,0,0,4,348,0,1,29,9,0,0,0,338,63,-1,-1,-1,1
21,2,0,0,0,9,314,2,1,103,17,0,0,0,351,81,1,0,0,1
10,1,0,0,0,9,296,-1,-1,39,24,0,0,0,405,90,3,2,1,1
17,0,0,0,0,12,332,1,-1,28,20,2,0,0,348,80,1,0,1,0
12,0,0,0,0,6,368,0,0,33,14,2,0,0,373,98,0,1,1,0
11,0,0,0,0,13,325,0,-1,30,26,2,0,0,382,135,3,3,2,0
12,1,1,0,0,6,413,0,1,29,9,1,0,0,355,86,0,0,-2,0
9,0,0,0,0,14,325,0,-1,21,28,2,0,0,385,92,4,2,3,0
8,2,0,0,0,4,396,0,2,21,5,0,0,0,364,78,-1,-1,0,1
