blueTeamFirstBlood,blueWin,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
1,0,0,0,-1,0,2,4,-2,-37,20
0,1,1,0,-2,0,4,0,6,-26,17
0,1,1,0,2,0,0,5,-9,-10,27
0,1,0,0,0,0,-6,0,-1,-30,4
0,1,2,0,4,0,-70,-1,-10,63,60
0,0,-1,0,-2,0,-4,0,0,-25,-11
0,0,-2,0,-1,0,-1,-1,-2,-36,13
0,0,0,-1,0,0,5,-2,-4,-53,-23
0,0,2,0,0,0,10,3,4,-15,17
1,1,-1,0,2,0,-15,0,-4,-21,23
0,1,2,0,-1,0,9,0,1,-46,9
0,1,0,0,1,0,13,2,-8,7,16
1,1,-2,0,0,0,-10,-1,3,30,-30
0,1,2,0,0,0,-66,3,1,-33,2
0,1,2,0,-1,0,-8,-3,-2,4,24
0,0,-1,0,-5,0,-185,-6,0,-21,13
0,0,1,0,-2,0,18,-1,8,-69,-36
1,1,0,0,2,0,5,-1,-3,36,-19
0,0,-2,0,0,0,5,-1,2,-1,-12
1,1,2,1,0,0,-6,-1,3,17,31
1,1,2,0,0,0,-21,0,-10,70,8
1,0,2,0,0,0,283,-2,4,1,24
1,0,-1,0,0,0,-31,-6,2,1,-4
0,1,2,0,1,0,168,0,-5,42,0
0,0,1,1,1,0,-11,-3,-4,10,16
0,0,1,0,-1,0,-17,-2,2,-13,11
0,0,-2,1,-1,0,0,0,2,-5,-18
1,0,1,0,-1,0,-9,5,2,-14,15
0,1,1,0,1,0,104,0,1,31,21
1,1,0,1,0,0,108,3,-4,48,-16
0,0,-1,0,0,0,5,-2,-1,-25,-16
0,0,-1,-1,-1,0,2,-1,3,6,-17
0,0,1,0,-3,0,10,4,8,-43,-9
1,1,2,0,2,0,10,5,0,47,36
0,1,-1,0,-1,0,-13,-4,1,79,-13
0,0,-2,0,-1,0,-10,-3,0,21,20
0,1,0,0,0,0,0,2,-3,44,7
0,1,1,0,-2,0,0,0,4,-48,-10
1,1,-1,0,0,0,64,-5,2,42,-8
1,1,2,0,0,0,2,1,-4,-7,9
1,1,2,0,2,0,-1,3,-10,94,-13
1,1,-2,1,-2,0,19,9,1,-4,-29
0,0,-2,0,-1,0,-4,-7,-2,49,-26
0,0,0,0,0,0,-67,-1,4,44,-28
1,1,1,1,2,0,14,2,-4,25,50
1,1,2,1,4,0,1,2,-2,64,13
0,0,-2,0,-1,0,-92,-2,7,10,-33
1,0,1,0,0,0,166,-2,8,-26,-32
0,0,-1,0,-1,0,31,0,5,-6,6
1,0,-2,0,-3,0,7,4,5,-43,-27
1,0,-2,-1,-1,0,0,1,8,-52,-17
1,0,-2,0,-1,0,-25,0,1,10,-5
0,1,-2,0,-1,0,-23,3,1,50,25
1,1,2,0,4,0,-2,1,-15,94,3
1,1,2,1,0,0,5,4,-7,-2,20
1,1,0,0,1,0,-3,-2,4,0,-8
1,1,1,0,-1,0,8,3,-4,66,36
1,0,-2,0,0,0,28,0,4,48,0
1,1,2,1,-3,0,-1,2,-5,-20,-8
1,1,0,0,-1,0,-16,-5,6,-46,1
1,1,1,0,-1,0,61,3,0,35,1
1,0,-2,0,-2,0,-4,1,7,-85,-33
0,0,0,0,0,0,-34,-4,8,0,4
0,0,-1,0,-1,0,6,-3,4,-41,0
1,0,-2,0,-2,0,-21,2,1,-85,-15
0,0,0,-1,-1,0,-7,1,2,1,-28
0,0,2,0,-1,0,13,-1,2,-9,-2
0,0,-2,0,0,0,-102,-1,5,-19,-2
1,1,1,0,0,0,-67,1,0,27,10
1,1,1,1,-1,0,3,-11,4,-18,7
1,1,0,-1,1,0,-71,-1,0,56,-8
1,1,0,0,3,0,0,-3,-3,38,56
1,1,2,-1,-1,0,-60,6,2,38,-40
1,0,0,0,1,0,-9,-2,3,-54,13
0,1,-2,0,0,0,-27,0,1,29,-38
0,0,-2,0,-3,0,-7,-2,10,-58,-15
0,0,-2,0,-5,0,-18,-7,10,-108,-45
1,0,-2,0,2,0,-3,-3,0,24,-2
1,0,-2,0,-1,0,-277,-3,5,-76,-28
1,1,0,0,1,0,-71,2,-2,-34,4
0,1,-2,0,0,0,-54,3,0,49,19
1,1,0,0,-1,0,35,-4,4,-63,-23
1,0,1,0,-1,0,-13,0,6,-58,-29
0,1,1,0,1,0,11,-3,-3,35,-4
1,1,-2,0,0,0,62,4,4,-11,24
0,0,-2,0,-5,0,-4,1,10,-59,-16
1,1,1,0,1,0,-62,1,-6,156,35
0,0,-1,0,0,0,-53,1,-2,17,-17
1,1,1,0,-1,0,3,3,-3,-17,62
1,1,0,0,2,0,-41,1,-3,52,12
1,1,0,0,0,0,-10,-5,-7,78,-20
1,0,-2,-1,-1,0,-1,1,3,-16,-14
1,1,0,0,0,0,22,-1,-2,42,17
0,1,0,0,-1,0,58,2,0,-9,-38
0,1,-1,0,0,0,3,0,2,80,-31
0,1,0,0,0,0,-2,-3,1,45,0
0,0,-2,0,0,0,0,-3,-1,-32,-31
1,0,-1,0,0,0,8,0,8,58,-19
1,0,-2,0,2,0,3,0,-8,20,-41
1,0,0,0,-2,0,-19,-4,0,-1,2
0,1,-2,0,0,0,6,5,5,-45,-4
1,1,2,0,0,0,59,-1,-1,10,41
1,1,2,-1,2,0,-78,1,-3,-37,8
0,1,1,0,-2,0,-14,-1,6,-109,14
0,0,-2,0,0,0,1,0,7,-16,-8
0,0,-2,0,1,0,-14,1,1,-5,-28
0,0,-2,0,-3,0,-3,-2,9,-57,-39
1,0,0,1,-2,0,1,1,0,58,-3
0,0,-2,0,-4,0,2,-3,9,-60,-8
1,1,2,0,0,0,1,2,-4,32,27
0,0,1,0,-1,0,-34,-1,8,-50,-4
1,0,1,0,0,0,-29,-1,-1,-18,3
1,1,1,0,5,0,16,7,-9,98,43
0,0,-2,0,-3,0,-5,-3,5,-45,-11
0,0,-1,-1,-1,0,311,-4,2,-32,-13
1,1,2,0,0,0,-15,-3,-2,14,-9
0,0,-2,1,-3,0,4,0,7,-62,-30
1,1,-1,0,1,0,-2,-1,-11,55,12
1,1,0,1,1,0,9,-1,-3,88,29
0,0,0,0,-1,0,4,2,5,-28,28
0,1,0,0,-2,0,-5,-3,3,-47,10
0,1,2,0,-3,0,-4,-4,8,-88,-16
0,1,2,0,0,0,1,3,-6,-16,34
1,1,2,0,0,0,-3,2,2,16,16
1,1,-2,0,-1,0,1,4,0,-25,35
1,0,-2,0,-1,0,-41,6,3,7,-32
0,1,2,0,1,0,1,1,-1,24,0
1,1,1,0,1,0,10,0,-2,48,32
0,0,0,0,-2,0,-3,-1,4,47,4
1,0,-1,0,0,0,1,0,3,40,-10
1,0,-1,0,-1,0,29,0,4,14,-4
0,1,1,0,0,0,-33,-1,3,26,13
1,1,-2,0,0,0,4,-1,5,3,-4
1,0,1,0,-2,0,0,1,5,-130,-17
1,1,1,0,-2,0,21,5,-4,54,1
1,0,-2,0,0,0,21,3,3,-21,-10
1,1,-1,0,1,0,-10,4,-6,-26,20
1,0,-1,0,0,0,5,-1,0,28,-24
1,1,2,1,0,0,2,3,-3,-50,28
1,0,-2,0,0,0,-5,3,0,30,-12
0,0,-2,0,-1,0,3,-5,3,-46,27
1,1,0,0,0,0,-1,3,2,-19,38
0,0,2,0,2,0,2,-2,-2,-11,5
0,1,1,0,1,0,8,2,-3,57,-24
1,1,1,0,0,0,18,4,-1,31,14
0,1,-1,1,-1,0,10,3,1,28,7
1,0,0,0,-2,0,9,5,4,-65,-43
0,0,0,0,-2,0,0,4,5,-42,0
1,0,1,0,1,0,2,0,-5,11,-20
0,1,2,0,-1,0,-4,1,-5,58,44
1,1,1,0,0,0,-105,-3,-3,22,-3
1,1,2,0,0,0,-8,-1,-2,13,14
0,1,2,0,1,0,3,5,3,14,16
0,0,-2,0,-1,0,-16,-6,5,32,-24
1,0,1,0,0,0,6,0,-1,4,-28
0,0,-2,0,-4,0,-4,0,8,-98,-29
1,1,0,0,1,0,14,-1,-2,95,16
0,1,0,1,0,0,269,2,3,-37,21
1,1,2,1,2,0,3,2,0,33,36
1,0,1,0,0,0,-33,1,-4,13,18
0,1,-1,0,1,0,-15,-1,-3,-11,3
0,0,-1,0,-4,0,-49,-1,8,-109,-35
1,0,0,0,2,0,-2,-4,0,30,7
0,1,0,0,1,0,6,4,6,-39,15
0,1,-2,0,-2,0,-5,1,0,78,-9
0,1,1,0,-1,0,-6,3,5,-28,-28
0,0,2,-1,-2,0,-10,-2,5,-50,-58
0,1,2,1,-1,0,-8,-2,2,77,44
0,0,-2,1,1,0,-30,4,1,-38,16
0,0,0,0,-1,0,-135,1,-2,20,1
0,0,1,-1,0,0,1,1,4,-83,-10
0,1,-1,0,-1,0,-2,2,1,-18,19
0,1,1,1,0,0,-3,-5,3,4,25
0,0,-1,0,-2,0,12,0,8,-62,4
0,1,1,0,0,0,-1,4,-1,24,-16
0,1,1,0,-1,0,-259,0,1,-62,-32
1,0,-1,0,-2,0,0,-3,-1,16,-10
0,1,2,0,0,0,23,3,2,-1,29
0,0,-2,1,-1,0,0,-1,5,-103,9
0,1,2,0,0,0,7,-1,2,-14,64
0,1,2,1,-1,0,1,4,5,-3,-19
1,0,-1,0,-1,0,1,6,1,-28,2
1,1,0,1,3,0,-9,-2,-5,83,17
1,0,-1,0,-5,0,-8,2,8,-62,-27
1,0,-1,0,1,0,-5,-2,-1,-38,23
0,0,-1,-1,0,0,5,-3,5,25,-20
0,0,-1,0,-2,0,10,-1,-2,-26,-8
1,0,0,0,-2,0,6,5,4,-60,7
1,0,-2,0,-1,0,-38,0,5,-68,-10
1,0,-2,0,0,0,4,-1,-2,11,-33
1,1,1,1,0,0,3,1,-8,38,39
0,1,0,0,-1,0,24,1,1,1,-31
1,0,-1,0,-1,0,3,-3,-4,6,9
1,1,-1,0,0,0,4,1,5,7,16
0,1,-1,0,0,0,267,-3,-1,92,33
1,1,1,0,4,0,2,0,-5,65,-1
1,1,0,0,-1,0,-9,0,-11,17,38
1,1,-1,0,-3,0,26,-2,-7,28,-26
0,0,0,0,-1,0,-5,2,4,-45,8
1,1,2,1,2,0,-9,-1,-3,91,30
0,0,0,0,3,0,-18,1,-8,29,12
1,0,-2,0,-1,0,10,-4,-2,10,-22
1,1,0,0,0,0,-10,-2,0,-46,-2
1,0,1,0,-1,0,-134,1,5,-21,0
1,1,0,0,0,0,17,2,1,34,35
0,1,1,0,0,0,112,1,-1,9,15
1,0,0,1,0,0,17,-5,3,-31,15
0,0,2,1,2,0,12,4,-7,50,28
1,0,1,0,-2,0,1,3,-6,40,31
1,0,0,0,1,0,5,7,3,-44,16
0,1,1,1,-1,0,-4,0,2,17,21
1,0,0,0,0,0,3,1,0,34,-2
0,0,-2,0,-2,0,6,1,6,-65,31
0,0,-2,-1,-2,0,13,-1,4,6,-1
1,1,-1,0,1,0,-1,0,0,-18,17
0,0,0,0,-2,0,0,-4,2,10,-3
0,0,-1,0,-1,0,-2,-1,-8,12,24
0,1,-1,0,0,0,9,5,2,-30,-5
1,0,-1,-1,1,0,-3,2,-3,10,-8
1,0,0,-1,-2,0,39,-2,6,-60,-25
0,0,-1,0,0,0,16,-1,0,14,-18
1,1,-1,0,0,0,-6,-4,5,14,-16
1,0,-2,0,0,0,-5,-7,2,-13,21
1,1,0,0,1,0,-71,1,-2,24,-21
1,1,0,0,1,0,16,4,-6,45,13
0,0,-2,1,1,0,-3,0,-6,36,1
0,1,-2,-1,-1,0,-8,-2,0,-40,-25
1,0,-2,0,-1,0,-85,3,5,7,-1
0,0,-1,0,-3,0,-77,-3,4,-81,20
0,0,-1,0,0,0,-3,-2,6,2,-15
1,1,2,1,0,0,-11,-3,4,-44,26
0,1,1,0,1,0,-5,-3,5,-11,7
0,0,-2,0,0,0,0,1,-4,-4,7
0,1,0,0,0,0,-481,-5,2,9,8
1,0,-1,0,2,0,0,3,0,7,-8
0,1,0,0,0,0,19,-1,1,39,-28
1,0,0,0,-2,0,-7,0,-2,-2,-32
1,1,2,0,-2,0,21,5,8,-22,-4
0,1,0,1,-1,0,-7,1,5,25,9
1,1,2,0,-2,0,-10,2,-4,51,5
0,0,2,0,-2,0,-2,2,1,-2,-9
1,0,0,0,-1,0,22,2,2,-12,-14
1,1,2,1,1,0,9,2,-3,-9,13
1,1,2,0,3,0,12,5,-7,49,-12
0,0,-2,0,1,0,-5,1,-1,18,-28
0,0,-2,0,2,0,96,2,-5,7,30
1,0,2,0,1,0,-11,0,-10,-3,22
0,0,-2,-1,-1,0,8,5,4,1,-41
0,0,0,0,-2,0,-4,-2,0,-19,-12
0,0,2,0,0,0,3,2,0,14,19
1,1,0,1,1,0,-3,-5,-3,69,1
0,1,0,0,2,0,3,0,-8,48,41
1,1,1,0,0,0,5,-1,-8,74,30
0,0,1,0,2,0,20,2,-7,75,-13
1,1,-2,1,-1,0,7,4,3,39,-44
0,0,2,0,0,0,-6,-1,-2,30,10
1,0,2,0,-1,0,-14,-2,-2,8,20
1,1,0,1,3,0,1,-3,-5,50,25
0,0,-2,0,-2,0,2,-5,10,-50,-8
1,1,0,0,-2,0,0,-4,4,-11,8
0,0,-2,0,0,0,-8,-1,4,-5,-8
1,1,2,0,3,0,-1,0,0,57,-4
0,1,0,0,3,0,3,1,-8,126,-3
1,1,-1,0,-1,0,3,6,3,-5,-21
1,1,-2,0,-1,0,7,6,1,-39,-28
1,1,-2,0,-1,0,0,0,-3,-40,22
1,0,-1,0,-1,0,5,-9,1,-76,20
0,0,0,0,1,0,2,-1,0,42,20
1,0,-2,0,-1,0,-2,-4,1,8,17
1,1,1,0,-1,0,-26,3,-2,1,0
0,0,-1,0,-2,0,121,-1,1,-50,-34
0,1,0,0,-2,0,6,2,-4,73,-4
1,0,-1,0,0,0,8,-1,-1,-43,27
1,0,-2,0,1,0,7,8,1,21,-36
1,1,-2,0,-3,0,5,-1,10,-59,-4
0,0,2,0,1,0,-2,3,5,27,10
0,0,1,-1,-2,0,118,3,4,-33,14
1,1,1,0,0,0,-43,-5,-1,36,15
0,1,-2,0,-1,0,-24,-3,5,-21,-17
1,1,2,0,1,0,-27,-4,-4,9,16
0,0,-2,0,-2,0,-1,-2,5,-33,-22
0,1,0,0,0,0,15,2,-2,11,0
1,1,-2,-1,2,0,-4,-1,-1,28,-5
1,1,1,1,5,0,-4,-2,-10,72,5
0,1,0,0,-1,0,59,4,2,-9,15
0,1,-2,1,1,0,-6,0,0,19,32
1,0,1,-1,2,0,-11,-2,1,-9,21
0,1,0,-1,1,0,-5,1,4,23,8
0,1,1,0,-4,0,74,1,1,-60,-29
1,1,2,1,6,0,-8,4,-15,47,32
0,1,1,0,0,0,-11,-2,0,11,0
0,1,0,0,0,0,0,3,3,-14,5
1,0,1,0,-1,0,2,4,5,-64,-28
0,1,1,0,1,0,13,0,1,55,9
0,1,-2,1,1,0,-9,-2,5,30,28
0,0,-2,1,-1,0,-28,-3,4,-53,5
0,1,1,0,0,0,8,3,-1,-20,-25
1,0,-2,0,-1,0,2,-1,5,-64,44
1,1,1,0,0,0,-13,-2,-3,31,15
0,1,-2,0,-1,0,-219,-3,5,-22,0
1,1,2,1,2,0,0,-2,-6,-4,-20
1,0,2,0,-1,0,-5,-4,2,-35,-40
1,0,-2,1,-1,0,-9,2,2,-59,-7
1,1,2,1,2,0,-71,1,-5,47,22
1,0,0,0,-1,0,-2,0,-3,-28,13
1,0,-2,0,0,0,-3,1,5,-10,15
0,0,1,1,1,0,11,8,2,6,19
0,1,-1,0,2,0,4,2,-3,-4,-29
0,1,0,0,-2,0,-21,-1,0,-35,-23
0,0,-2,0,-2,0,3,0,4,-75,-11
0,1,1,0,0,0,-18,-4,5,27,0
0,0,-2,0,0,0,14,3,4,11,-11
0,0,-1,0,1,0,2,-2,1,35,16
1,1,-1,0,1,0,-1,2,-2,-4,10
0,0,1,0,-1,0,6,6,0,12,-22
0,0,-2,1,-1,0,5,4,6,-85,-20
0,0,-1,0,0,0,12,2,4,-40,-20
0,0,-1,-1,-3,0,-7,0,10,-46,-32
1,0,1,1,3,0,-31,0,-5,35,11
0,1,-1,1,0,0,5,1,-12,-13,12
0,1,2,0,-1,0,-10,0,2,36,-1
0,1,-1,0,0,0,4,4,-7,39,-4
1,1,-1,0,2,0,-34,0,-6,14,8
0,1,0,0,3,0,39,4,0,34,5
1,0,-2,0,-4,0,-3,0,7,-45,-71
1,0,-2,-1,-1,0,-5,-6,7,27,-7
1,1,1,0,-1,0,-6,-5,-4,53,13
1,1,-1,0,-1,0,-66,2,-1,-1,-76
1,1,2,0,1,0,19,5,1,-36,3
0,0,-1,0,0,0,-1,-2,1,-18,-31
1,0,1,0,-3,0,8,-3,-2,-39,-31
0,0,-2,0,-1,0,9,-9,3,-36,-31
1,1,-1,0,2,0,0,2,-7,6,28
0,1,1,1,-2,0,-66,0,0,-43,47
1,0,0,0,-1,0,1,1,4,-3,4
0,0,-1,1,-1,0,3,1,6,-12,-4
1,1,1,-1,2,0,6,2,-1,28,8
0,0,0,0,-2,0,24,-1,3,-77,33
1,0,-2,1,0,0,2,1,-1,28,-2
1,1,0,0,1,0,25,2,-8,21,27
1,1,2,0,1,0,-3,2,4,50,-19
0,0,2,-1,-3,0,191,0,4,-65,-38
1,1,1,0,1,0,5,6,-2,25,36
1,1,1,1,7,1,75,2,-17,97,44
1,0,-2,-1,-1,0,-39,-3,0,-38,-24
0,0,-1,0,-1,0,6,0,5,19,-5
0,0,-2,0,-1,0,-5,-2,7,-30,-38
1,0,2,0,1,0,-1,5,2,-67,20
1,1,0,0,1,0,11,0,-2,12,0
0,1,1,-1,-1,0,7,5,-2,-33,11
0,1,0,1,-1,0,2,2,-5,16,10
0,1,2,-1,-2,0,-7,0,8,18,-31
1,1,-1,0,-2,0,22,3,0,70,-28
0,1,-2,0,-1,0,3,6,0,-35,-23
0,0,1,0,-1,0,288,3,1,-8,12
1,1,-1,0,0,0,8,-2,2,36,24
0,0,-2,0,-3,0,1,1,8,-107,7
1,1,-2,0,1,0,-10,-1,-2,29,-4
0,1,-2,0,-1,0,3,1,3,-35,-13
0,1,1,1,0,0,-42,2,5,-50,8
1,1,2,0,3,0,-4,-2,-13,62,10
0,0,-2,0,2,0,-74,0,-9,48,-8
1,0,-1,0,-2,0,-9,-5,3,-19,-60
1,1,0,0,0,0,20,4,-2,48,-1
0,1,0,1,1,0,2,1,-1,38,-7
0,0,1,0,-2,0,6,-1,0,-27,24
0,0,0,-1,-1,0,13,5,3,-24,-17
1,0,-2,0,0,0,-6,2,-1,22,-7
1,1,1,0,1,0,2,0,1,37,4
0,1,2,0,2,0,-4,-2,-4,42,19
1,0,-1,0,-1,0,0,0,2,-14,29
1,0,-1,0,-1,0,11,-3,3,-74,17
1,0,1,1,0,0,4,2,0,-14,42
0,0,1,0,-1,0,-1,2,3,-6,-4
0,1,2,0,2,0,-57,-4,-4,-5,20
0,0,-1,0,-2,0,-5,-2,3,-20,-32
1,1,-1,0,1,0,14,2,-1,74,13
0,0,-2,1,-2,0,10,3,3,-39,0
0,0,0,0,-3,0,2,-2,-2,-26,-52
0,1,2,-1,-1,0,-39,-2,3,-46,16
0,0,2,0,0,0,-4,-1,4,-47,-12
1,0,1,0,-1,0,222,-1,4,-28,11
0,1,0,0,1,0,-148,0,-7,41,-19
1,1,0,0,0,0,-291,-3,-2,-41,-4
0,0,0,1,0,0,0,1,7,-38,-20
0,0,1,0,1,0,-4,-4,1,-17,22
1,0,1,0,0,0,0,0,-4,67,4
0,1,-2,0,0,0,268,1,2,16,4
1,1,2,0,1,0,-11,2,-5,25,-31
1,0,0,0,0,0,-2,-2,6,-59,16
0,1,-2,-1,-2,0,0,-4,3,-17,31
1,0,-2,1,-1,0,1,-3,4,-2,10
1,0,0,0,-2,0,-8,1,5,-5,-25
0,0,-2,1,1,0,19,-1,1,20,-32
1,1,2,1,0,0,-189,2,4,4,37
0,1,1,0,0,0,1,5,2,44,-44
1,1,1,-1,0,0,7,1,5,41,0
1,0,0,0,0,0,109,1,5,-31,8
1,0,1,0,0,0,-8,2,0,-22,-7
1,1,1,1,0,0,-34,-2,-4,34,41
1,1,0,1,2,0,-6,2,-6,62,12
1,1,-2,-1,0,0,-4,2,-1,-7,-13
1,1,2,1,4,0,55,1,-10,33,5
0,1,0,0,0,0,-7,-4,6,10,-26
0,0,-2,1,-1,0,2,4,1,-59,24
1,0,0,0,-1,0,4,-5,-3,67,-2
1,1,1,0,-1,0,-6,1,-5,16,34
0,0,-2,0,-2,0,8,0,5,-76,20
0,0,-2,0,0,0,5,0,2,-4,6
0,1,-2,0,-1,0,6,-3,0,-4,-12
1,0,2,0,-1,0,-11,-3,0,39,5
1,1,1,0,0,0,2,1,-4,18,28
0,0,-2,0,-1,0,-6,-1,3,-24,56
0,0,0,-1,-1,0,-7,-6,6,-64,-8
1,1,1,0,1,0,9,-1,-2,33,40
1,0,-2,0,-1,0,-6,4,-4,-15,-3
1,0,-1,0,0,0,-3,-1,4,-66,-16
0,0,-2,0,0,0,-10,1,5,28,16
1,0,0,0,1,0,-109,3,3,8,0
1,0,0,0,0,0,14,1,-8,26,14
0,0,-2,0,-1,0,23,2,4,-22,-3
1,0,-2,0,0,0,-6,-2,-1,-8,-14
1,0,-1,0,0,0,-2,-1,-1,-30,0
1,1,-2,0,1,0,-203,-4,0,-1,0
1,1,1,0,4,1,12,1,-12,66,44
1,1,0,0,-2,0,55,1,1,-38,-11
1,1,-2,0,0,0,3,0,-5,65,-21
1,0,1,0,0,0,1,3,4,-20,4
0,1,-1,-1,2,0,2,1,3,29,39
1,1,-1,0,1,0,27,-3,0,22,-29
1,0,1,0,2,0,113,3,-4,27,4
1,0,2,0,0,0,2,2,-1,-48,-11
0,1,0,0,0,0,12,0,5,-7,8
0,0,2,0,0,0,3,1,2,-32,23
0,0,0,0,-2,0,-1,2,4,-58,8
1,1,0,0,-1,0,9,-1,-3,18,0
0,0,-2,0,0,0,16,3,2,0,17
1,1,2,-1,-1,0,191,10,0,-21,15
0,0,-2,-1,0,0,7,2,0,-3,19
1,1,0,0,1,0,14,4,-3,6,18
0,0,-2,0,-1,0,-2,-1,-5,18,-11
0,0,0,-1,0,0,-49,-2,3,-2,-15
1,0,0,-1,-2,0,-7,-2,4,-59,-7
0,0,-1,0,1,0,6,2,1,1,-23
1,1,1,0,1,0,-13,2,-3,56,22
1,0,0,0,-2,0,36,0,3,13,-53
1,1,2,0,2,0,1,-1,2,52,2
1,0,-2,0,-1,0,6,4,0,-24,-8
1,0,-2,0,0,0,-31,1,3,92,-54
0,0,-2,0,-1,0,1,3,1,-24,33
1,0,0,0,-2,0,-9,-4,8,-12,-48
1,0,-2,0,1,0,-12,0,-3,-24,10
1,1,0,1,0,0,-8,-1,2,16,-20
1,1,2,0,2,0,-1,0,-8,62,-2
1,1,0,0,1,0,206,5,-3,23,16
1,1,0,0,0,0,-8,-2,0,9,8
1,1,1,0,1,0,-4,-1,-3,13,25
0,0,0,0,0,0,-20,-6,-3,5,13
0,1,-2,0,0,0,-11,0,3,-23,5
1,1,1,0,1,0,5,-2,-6,3,2
0,1,2,0,-1,0,-5,0,-4,43,33
1,1,2,0,3,0,0,1,-5,57,37
0,1,2,-1,0,0,-3,-1,-9,23,37
0,0,1,0,-1,0,-2,-2,4,-44,9
0,0,-1,-1,-2,0,-73,2,8,-108,-6
0,0,-2,0,-1,0,17,4,0,13,0
0,0,-1,0,1,0,-12,-2,-2,-37,24
1,1,0,0,0,0,-9,0,-3,-31,-19
0,1,-1,0,-1,0,12,2,-7,64,-26
0,0,-1,-1,-1,0,-68,-2,1,-6,-4
1,0,-2,-1,0,0,5,5,0,-29,25
0,0,-2,-1,-1,0,-2,-1,3,-13,-16
1,1,0,0,0,0,-2,2,-1,21,20
0,0,0,0,-1,0,-13,-2,-2,8,-16
0,0,-2,0,-1,0,-3,1,4,-13,19
1,1,-2,0,-2,0,10,3,2,-29,11
0,0,0,0,-1,0,-5,0,5,-4,-33
1,1,-1,0,-1,0,-7,-2,-1,-42,15
0,0,0,0,0,0,3,-2,3,-26,-12
1,1,1,1,0,0,9,0,3,43,22
1,1,0,0,0,0,0,2,4,1,-14
0,0,2,1,1,0,1,0,-1,45,-4
0,0,2,0,-1,0,-1,-4,7,-104,-20
0,1,0,1,-1,0,-24,-1,0,-43,9
1,0,-2,1,0,0,-33,-1,-7,-6,8
0,1,2,0,2,0,-3,-6,-3,50,23
0,0,-2,0,-1,0,-1,-3,1,30,24
0,0,-1,1,0,0,-5,-4,-2,8,8
0,0,0,0,0,0,-9,-2,3,2,-42
1,0,0,0,-2,0,13,0,7,-104,-21
1,0,0,0,0,0,-3,-2,-3,7,-2
1,1,1,0,0,0,1,6,-5,-4,34
1,0,-1,0,-1,0,-4,-2,1,31,21
1,1,-2,1,0,0,-5,2,-2,-2,4
1,1,2,0,-1,0,1,3,6,-53,22
0,0,2,0,0,0,-10,-3,2,16,49
0,0,-1,0,-1,0,-7,-2,7,-22,-22
0,0,-2,0,-1,0,-83,0,3,28,30
0,0,-1,0,2,0,-76,-1,-2,-12,-12
0,1,1,0,0,0,-9,-2,4,-53,19
1,1,-2,0,0,0,-6,0,3,10,-30
0,0,-2,0,-1,0,4,0,6,-73,-4
0,0,-1,0,-2,0,-10,0,0,-52,-30
1,0,-1,0,-2,0,301,-1,5,-51,-15
0,1,2,0,-1,0,-27,2,2,-23,20
0,1,-1,0,1,0,0,-2,-1,21,-29
0,1,-2,1,-1,0,-4,0,-2,28,5
1,0,2,0,3,0,3,3,-13,6,-3
1,1,1,1,3,0,107,-1,-11,51,55
0,0,0,0,0,0,259,0,1,4,19
1,1,-1,1,-1,0,13,3,-1,24,54
1,0,1,0,1,0,-66,-5,4,42,-8
0,1,-1,1,0,0,1,-2,4,-61,1
0,0,-2,0,-2,0,0,-2,6,-72,-19
0,1,-2,0,1,0,-2,6,-4,46,1
0,0,-2,0,0,0,-4,-2,2,-46,1
0,0,-2,0,-1,0,-7,-2,6,35,-8
1,1,0,1,0,0,-12,-4,6,-26,-7
1,1,1,0,0,0,5,-3,-1,32,0
0,0,1,0,0,0,14,-1,2,5,-12
1,1,0,0,-1,0,-8,1,3,57,-11
0,0,-2,0,0,0,8,4,2,-21,-14
1,0,-1,-1,-1,0,-4,-5,5,-44,-5
1,1,2,0,3,0,5,-1,-11,99,23
0,0,-2,0,-3,0,-7,1,4,-76,-30
0,0,0,0,-4,0,17,-6,2,-36,-45
0,1,2,0,1,0,240,0,-3,28,13
0,0,-2,0,-1,0,-6,-3,4,-61,15
0,0,-2,0,-2,0,-17,-1,6,-37,-25
0,0,0,0,-1,0,-8,0,7,-10,-48
1,1,-1,1,1,0,-102,-2,1,-45,75
1,0,-1,0,-2,0,-11,-5,2,-52,-57
1,0,-2,0,-1,0,8,0,6,-45,16
0,0,-2,0,-1,0,-13,-1,3,20,-72
0,0,-1,0,1,0,228,-2,7,-40,-51
1,0,0,0,0,0,-5,2,1,34,-25
1,0,1,0,-1,0,-2,-1,1,-3,16
0,1,1,0,2,0,8,1,-3,76,37
1,1,0,1,2,0,1,1,-5,29,28
1,0,-2,0,-1,0,110,-1,7,-47,-15
0,1,1,0,0,0,-245,1,4,-16,11
0,0,2,-1,0,0,2,2,-4,-10,-12
0,0,-1,0,-5,0,3,3,9,0,-18
1,1,0,0,1,0,0,0,4,-42,-10
0,0,-1,0,1,0,-29,0,0,-40,18
1,1,0,1,2,0,-37,0,-10,20,11
1,1,2,0,1,0,-6,-2,-2,-1,-39
1,0,-2,1,-1,0,7,5,9,-17,-57
0,0,0,0,-2,0,-26,2,0,-11,9
1,0,0,-1,2,0,36,4,-3,12,7
0,1,0,1,-1,0,2,-1,1,33,24
1,0,-2,0,-1,0,-142,0,1,-14,-9
